identifiant_paiement,identifiant_credit,identifiant_echeance,identifiant_institution,date_paiement,montant_paye,canal_paiement
PAI-0000802,CRD-000102,ECH-0000956,INS-005,2022-04-01,9583,collecteur
PAI-0000803,CRD-000102,ECH-0000957,INS-005,2022-05-08,9583,agence
PAI-0000804,CRD-000102,ECH-0000958,INS-005,2022-06-06,9583,agence
PAI-0000805,CRD-000102,ECH-0000959,INS-005,2022-07-05,9583,mobile_money
PAI-0000806,CRD-000102,ECH-0000960,INS-005,2022-08-04,9583,mobile_money
PAI-0000807,CRD-000102,ECH-0000961,INS-005,2022-09-07,9583,mobile_money
PAI-0000808,CRD-000102,ECH-0000962,INS-005,2022-10-16,3850,collecteur
PAI-0000809,CRD-000102,ECH-0000962,INS-005,2022-11-04,9587,agence
PAI-0000810,CRD-000102,,INS-005,2022-12-05,5733,agence
PAI-0000811,CRD-000103,ECH-0000964,INS-005,2025-09-10,50000,agence
PAI-0000812,CRD-000103,ECH-0000965,INS-005,2025-10-09,50000,agence
PAI-0000813,CRD-000103,ECH-0000966,INS-005,2025-11-11,50000,agence
PAI-0000814,CRD-000104,ECH-0000967,INS-005,2022-12-08,71428,agence
PAI-0000815,CRD-000104,ECH-0000968,INS-005,2023-01-06,71428,agence
PAI-0000816,CRD-000104,ECH-0000969,INS-005,2023-02-08,71428,agence
PAI-0000817,CRD-000104,ECH-0000970,INS-005,2023-03-10,71428,agence
PAI-0000818,CRD-000104,ECH-0000971,INS-005,2023-04-09,71428,mobile_money
PAI-0000819,CRD-000104,ECH-0000972,INS-005,2023-05-08,71428,agence
PAI-0000820,CRD-000104,ECH-0000973,INS-005,2023-06-06,71428,agence
PAI-0000821,CRD-000104,ECH-0000974,INS-005,2023-07-09,71428,collecteur
PAI-0000822,CRD-000104,ECH-0000975,INS-005,2023-08-04,71428,agence
PAI-0000823,CRD-000104,ECH-0000976,INS-005,2023-09-04,71428,agence
PAI-0000824,CRD-000104,ECH-0000977,INS-005,2023-10-08,71428,mobile_money
PAI-0000825,CRD-000104,ECH-0000978,INS-005,2023-11-23,71428,agence
PAI-0000826,CRD-000104,ECH-0000979,INS-005,2023-12-06,71428,agence
PAI-0000827,CRD-000104,ECH-0000980,INS-005,2024-01-06,71428,agence
PAI-0000828,CRD-000104,ECH-0000981,INS-005,2024-02-09,43580,mobile_money
PAI-0000829,CRD-000104,ECH-0000981,INS-005,2024-03-10,71428,agence
PAI-0000830,CRD-000104,ECH-0000982,INS-005,2024-04-05,71428,agence
PAI-0000831,CRD-000104,ECH-0000983,INS-005,2024-05-07,71428,agence
PAI-0000832,CRD-000104,ECH-0000984,INS-005,2024-06-08,71428,agence
PAI-0000833,CRD-000104,ECH-0000985,INS-005,2024-07-09,71428,collecteur
PAI-0000834,CRD-000104,ECH-0000986,INS-005,2024-08-05,71440,agence
PAI-0000835,CRD-000105,ECH-0000988,INS-005,2022-09-04,19166,agence
PAI-0000836,CRD-000105,ECH-0000989,INS-005,2022-10-05,19166,mobile_money
PAI-0000837,CRD-000105,ECH-0000990,INS-005,2022-11-07,19166,agence
PAI-0000838,CRD-000105,ECH-0000991,INS-005,2022-12-04,19166,mobile_money
PAI-0000839,CRD-000105,ECH-0000992,INS-005,2023-02-01,19170,mobile_money
PAI-0000840,CRD-000105,ECH-0000993,INS-005,2023-02-25,19166,agence
PAI-0000841,CRD-000106,ECH-0000994,INS-005,2023-09-21,41666,agence
PAI-0000842,CRD-000106,ECH-0000995,INS-005,2023-11-23,16384,agence
PAI-0000843,CRD-000106,ECH-0000995,INS-005,2023-12-27,41666,collecteur
PAI-0000844,CRD-000106,ECH-0000996,INS-005,2024-01-20,41666,agence
PAI-0000845,CRD-000106,,INS-005,2024-01-26,25282,mobile_money
PAI-0000846,CRD-000106,ECH-0000998,INS-005,2024-02-21,41670,agence
PAI-0000847,CRD-000107,ECH-0001000,INS-005,2022-08-24,8333,collecteur
PAI-0000848,CRD-000107,ECH-0001001,INS-005,2022-09-26,8333,agence
PAI-0000849,CRD-000107,ECH-0001002,INS-005,2022-10-24,8333,agence
PAI-0000850,CRD-000107,ECH-0001003,INS-005,2022-11-23,8333,agence
PAI-0000851,CRD-000107,ECH-0001004,INS-005,2022-12-23,8333,collecteur
PAI-0000852,CRD-000107,ECH-0001005,INS-005,2023-01-23,8333,collecteur
PAI-0000853,CRD-000107,ECH-0001006,INS-005,2023-03-27,8333,collecteur
PAI-0000854,CRD-000107,ECH-0001007,INS-005,2023-04-22,8333,agence
PAI-0000855,CRD-000107,ECH-0001008,INS-005,2023-05-22,8333,mobile_money
PAI-0000856,CRD-000107,ECH-0001009,INS-005,2023-06-28,8333,agence
PAI-0000857,CRD-000107,ECH-0001010,INS-005,2023-06-30,8333,agence
PAI-0000858,CRD-000107,ECH-0001011,INS-005,2023-07-25,8337,collecteur
PAI-0000859,CRD-000108,ECH-0001012,INS-005,2023-06-14,17222,mobile_money
PAI-0000860,CRD-000108,ECH-0001013,INS-005,2023-07-11,17222,collecteur
PAI-0000861,CRD-000108,ECH-0001014,INS-005,2023-08-15,17222,mobile_money
PAI-0000862,CRD-000108,ECH-0001015,INS-005,2023-09-12,17222,agence
PAI-0000863,CRD-000108,ECH-0001016,INS-005,2023-10-10,17222,collecteur
PAI-0000864,CRD-000108,ECH-0001017,INS-005,2023-11-16,17222,collecteur
PAI-0000865,CRD-000108,ECH-0001018,INS-005,2023-12-16,17222,mobile_money
PAI-0000866,CRD-000108,ECH-0001019,INS-005,2024-01-14,8787,collecteur
PAI-0000867,CRD-000108,,INS-005,2024-02-06,8435,mobile_money
PAI-0000868,CRD-000108,ECH-0001020,INS-005,2024-02-11,17224,agence
PAI-0000869,CRD-000109,ECH-0001021,INS-005,2024-06-23,80000,mobile_money
PAI-0000870,CRD-000109,ECH-0001022,INS-005,2024-07-19,80000,agence
PAI-0000871,CRD-000109,ECH-0001023,INS-005,2024-08-20,80000,mobile_money
PAI-0000872,CRD-000109,ECH-0001024,INS-005,2024-09-20,80000,collecteur
PAI-0000873,CRD-000109,ECH-0001025,INS-005,2024-10-25,80000,collecteur
PAI-0000874,CRD-000109,ECH-0001026,INS-005,2024-11-23,80000,mobile_money
PAI-0000875,CRD-000111,ECH-0001039,INS-005,2023-08-06,9166,agence
PAI-0000876,CRD-000111,ECH-0001040,INS-005,2023-09-11,9166,agence
PAI-0000877,CRD-000111,ECH-0001041,INS-005,2023-10-10,9166,agence
PAI-0000878,CRD-000111,ECH-0001042,INS-005,2023-11-09,9166,mobile_money
PAI-0000879,CRD-000111,ECH-0001043,INS-005,2023-12-10,9166,mobile_money
PAI-0000880,CRD-000111,ECH-0001044,INS-005,2024-01-10,9170,agence
PAI-0000881,CRD-000112,ECH-0001045,INS-005,2024-06-04,13343,agence
PAI-0000882,CRD-000112,ECH-0001045,INS-005,2024-06-21,27500,mobile_money
PAI-0000883,CRD-000112,,INS-005,2024-07-04,14157,agence
PAI-0000884,CRD-000112,ECH-0001047,INS-005,2024-07-24,27500,agence
PAI-0000885,CRD-000112,ECH-0001048,INS-005,2024-08-20,27500,mobile_money
PAI-0000886,CRD-000112,ECH-0001049,INS-005,2024-10-20,27500,mobile_money
PAI-0000887,CRD-000113,ECH-0001051,INS-005,2024-09-03,41666,agence
PAI-0000888,CRD-000113,ECH-0001052,INS-005,2024-09-27,41666,agence
PAI-0000889,CRD-000113,ECH-0001053,INS-005,2024-11-01,41666,mobile_money
PAI-0000890,CRD-000113,ECH-0001054,INS-005,2024-12-02,41666,agence
PAI-0000891,CRD-000113,ECH-0001055,INS-005,2024-12-31,41666,mobile_money
PAI-0000892,CRD-000113,ECH-0001056,INS-005,2025-02-03,41670,agence
PAI-0000893,CRD-000114,ECH-0001057,INS-005,2025-11-04,20555,agence
PAI-0000894,CRD-000114,ECH-0001058,INS-005,2025-12-02,20555,mobile_money
PAI-0000895,CRD-000115,ECH-0001066,INS-005,2024-02-23,56666,mobile_money
PAI-0000896,CRD-000115,ECH-0001067,INS-005,2024-03-25,56666,agence
PAI-0000897,CRD-000115,ECH-0001068,INS-005,2024-04-24,56668,agence
PAI-0000898,CRD-000116,ECH-0001069,INS-005,2024-07-01,21111,agence
PAI-0000899,CRD-000116,ECH-0001070,INS-005,2024-08-05,21111,mobile_money
PAI-0000900,CRD-000116,ECH-0001071,INS-005,2024-09-10,6621,mobile_money
PAI-0000901,CRD-000116,ECH-0001071,INS-005,2024-10-31,21111,agence
PAI-0000902,CRD-000116,ECH-0001072,INS-005,2024-12-03,21111,collecteur
PAI-0000903,CRD-000116,ECH-0001073,INS-005,2024-12-04,21111,agence
PAI-0000904,CRD-000116,ECH-0001074,INS-005,2025-01-04,9196,mobile_money
PAI-0000905,CRD-000116,,INS-005,2025-01-26,11915,agence
PAI-0000906,CRD-000116,ECH-0001075,INS-005,2025-02-03,21111,agence
PAI-0000907,CRD-000116,ECH-0001076,INS-005,2025-03-01,21112,agence
PAI-0000908,CRD-000117,ECH-0001078,INS-005,2023-09-29,41666,agence
PAI-0000909,CRD-000117,ECH-0001079,INS-005,2023-10-27,41666,agence
PAI-0000910,CRD-000117,ECH-0001080,INS-005,2023-11-30,41666,mobile_money
PAI-0000911,CRD-000117,ECH-0001081,INS-005,2023-12-27,41666,agence
PAI-0000912,CRD-000117,ECH-0001082,INS-005,2024-01-29,41666,collecteur
PAI-0000913,CRD-000117,ECH-0001083,INS-005,2024-03-04,41670,collecteur
PAI-0000914,CRD-000118,ECH-0001084,INS-005,2024-10-08,30000,agence
PAI-0000915,CRD-000118,ECH-0001085,INS-005,2024-11-05,30000,agence
PAI-0000916,CRD-000118,ECH-0001086,INS-005,2024-12-06,30000,mobile_money
PAI-0000917,CRD-000118,ECH-0001087,INS-005,2025-01-08,30000,agence
PAI-0000918,CRD-000118,ECH-0001088,INS-005,2025-02-04,30000,collecteur
PAI-0000919,CRD-000118,ECH-0001089,INS-005,2025-03-04,30000,mobile_money
PAI-0000920,CRD-000119,ECH-0001090,INS-005,2024-05-06,27777,agence
PAI-0000921,CRD-000119,ECH-0001091,INS-005,2024-06-04,27777,agence
PAI-0000922,CRD-000119,ECH-0001092,INS-005,2024-07-05,27777,collecteur
PAI-0000923,CRD-000119,ECH-0001093,INS-005,2024-08-06,27777,collecteur
PAI-0000924,CRD-000119,ECH-0001094,INS-005,2024-09-04,27777,agence
PAI-0000925,CRD-000119,ECH-0001095,INS-005,2024-10-08,27777,agence
PAI-0000926,CRD-000119,ECH-0001096,INS-005,2024-11-05,27777,mobile_money
PAI-0000927,CRD-000119,ECH-0001097,INS-005,2024-12-10,27777,collecteur
PAI-0000928,CRD-000119,ECH-0001098,INS-005,2025-01-11,27784,agence
PAI-0000929,CRD-000120,ECH-0001099,INS-005,2025-11-29,45000,mobile_money
PAI-0000930,CRD-000120,ECH-0001100,INS-005,2025-12-29,45000,agence
PAI-0000931,CRD-000121,ECH-0001111,INS-005,2025-11-13,34166,mobile_money
PAI-0000932,CRD-000121,ECH-0001112,INS-005,2025-12-10,34166,agence
PAI-0000933,CRD-000122,ECH-0001123,INS-005,2025-12-12,27777,agence
PAI-0000934,CRD-000123,ECH-0001132,INS-005,2024-10-14,27777,agence
PAI-0000935,CRD-000123,ECH-0001133,INS-005,2024-11-17,13756,agence
PAI-0000936,CRD-000123,ECH-0001133,INS-005,2024-12-16,27777,collecteur
PAI-0000937,CRD-000123,,INS-005,2024-12-22,14021,mobile_money
PAI-0000938,CRD-000123,ECH-0001135,INS-005,2025-01-10,27777,collecteur
PAI-0000939,CRD-000123,ECH-0001136,INS-005,2025-03-08,27777,mobile_money
PAI-0000940,CRD-000123,ECH-0001137,INS-005,2025-03-13,27777,agence
PAI-0000941,CRD-000123,ECH-0001138,INS-005,2025-04-15,10825,agence
PAI-0000942,CRD-000123,ECH-0001138,INS-005,2025-05-21,15576,agence
PAI-0000943,CRD-000123,,INS-005,2025-05-29,16952,mobile_money
PAI-0000944,CRD-000123,,INS-005,2025-06-03,12201,agence
PAI-0000945,CRD-000123,ECH-0001140,INS-005,2025-06-09,27784,agence
PAI-0000946,CRD-000124,ECH-0001141,INS-005,2025-09-20,27777,mobile_money
PAI-0000947,CRD-000124,ECH-0001142,INS-005,2025-10-27,16063,agence
PAI-0000948,CRD-000124,ECH-0001142,INS-005,2025-11-18,27777,collecteur
PAI-0000949,CRD-000124,,INS-005,2025-12-17,11714,agence
PAI-0000950,CRD-000125,ECH-0001150,INS-005,2025-11-12,41666,agence
PAI-0000951,CRD-000125,ECH-0001151,INS-005,2025-12-07,41666,collecteur
PAI-0000952,CRD-000126,ECH-0001156,INS-005,2025-08-15,41666,agence
PAI-0000953,CRD-000126,ECH-0001157,INS-005,2025-09-10,41666,agence
PAI-0000954,CRD-000126,ECH-0001158,INS-005,2025-10-15,41666,agence
PAI-0000955,CRD-000126,ECH-0001159,INS-005,2025-11-15,41666,agence
PAI-0000956,CRD-000126,ECH-0001160,INS-005,2025-12-10,41666,collecteur
PAI-0000957,CRD-000127,ECH-0001162,INS-005,2025-11-14,41666,mobile_money
PAI-0000958,CRD-000127,ECH-0001163,INS-005,2025-12-14,41666,mobile_money
PAI-0000959,CRD-000128,ECH-0001168,INS-005,2025-11-09,2838,collecteur
PAI-0000960,CRD-000128,,INS-005,2025-11-30,2717,agence
PAI-0000961,CRD-000128,ECH-0001169,INS-005,2025-12-07,5555,agence
