identifiant_paiement,identifiant_credit,identifiant_echeance,identifiant_institution,date_paiement,montant_paye,canal_paiement
PAI-0000612,CRD-000075,ECH-0000721,INS-004,2024-04-17,40000,agence
PAI-0000613,CRD-000075,ECH-0000722,INS-004,2024-05-16,40000,agence
PAI-0000614,CRD-000075,ECH-0000723,INS-004,2024-06-20,40000,collecteur
PAI-0000615,CRD-000075,ECH-0000724,INS-004,2024-07-20,40000,agence
PAI-0000616,CRD-000075,ECH-0000725,INS-004,2024-08-16,40000,agence
PAI-0000617,CRD-000075,ECH-0000726,INS-004,2024-09-15,40000,agence
PAI-0000618,CRD-000075,ECH-0000727,INS-004,2024-10-21,40000,agence
PAI-0000619,CRD-000075,ECH-0000728,INS-004,2024-11-19,40000,collecteur
PAI-0000620,CRD-000075,ECH-0000729,INS-004,2024-12-20,40000,mobile_money
PAI-0000621,CRD-000076,ECH-0000730,INS-004,2025-01-11,47500,agence
PAI-0000622,CRD-000076,ECH-0000731,INS-004,2025-02-24,47500,agence
PAI-0000623,CRD-000076,ECH-0000732,INS-004,2025-03-14,47500,mobile_money
PAI-0000624,CRD-000076,ECH-0000733,INS-004,2025-04-09,47500,mobile_money
PAI-0000625,CRD-000076,ECH-0000734,INS-004,2025-05-13,47500,agence
PAI-0000626,CRD-000076,ECH-0000735,INS-004,2025-06-09,47500,agence
PAI-0000627,CRD-000077,ECH-0000736,INS-004,2024-07-16,6666,agence
PAI-0000628,CRD-000077,ECH-0000737,INS-004,2024-08-24,3415,agence
PAI-0000629,CRD-000077,ECH-0000737,INS-004,2024-09-15,6666,agence
PAI-0000630,CRD-000077,,INS-004,2024-09-28,3251,collecteur
PAI-0000631,CRD-000077,ECH-0000739,INS-004,2024-10-22,4902,mobile_money
PAI-0000632,CRD-000077,ECH-0000739,INS-004,2024-11-15,6666,agence
PAI-0000633,CRD-000077,ECH-0000740,INS-004,2024-12-13,6666,agence
PAI-0000634,CRD-000077,,INS-004,2024-12-27,1764,agence
PAI-0000635,CRD-000077,ECH-0000742,INS-004,2025-02-08,6666,agence
PAI-0000636,CRD-000077,ECH-0000743,INS-004,2025-02-16,6666,collecteur
PAI-0000637,CRD-000077,ECH-0000744,INS-004,2025-03-10,6666,agence
PAI-0000638,CRD-000077,ECH-0000745,INS-004,2025-04-17,6666,mobile_money
PAI-0000639,CRD-000077,ECH-0000746,INS-004,2025-06-15,6666,agence
PAI-0000640,CRD-000077,ECH-0000747,INS-004,2025-06-16,6674,mobile_money
PAI-0000641,CRD-000078,ECH-0000748,INS-004,2025-11-26,13888,agence
PAI-0000642,CRD-000078,ECH-0000749,INS-004,2025-12-26,9799,mobile_money
PAI-0000643,CRD-000079,ECH-0000757,INS-004,2022-07-07,10000,agence
PAI-0000644,CRD-000079,ECH-0000758,INS-004,2022-08-06,10000,agence
PAI-0000645,CRD-000079,ECH-0000759,INS-004,2022-09-08,10000,agence
PAI-0000646,CRD-000079,ECH-0000760,INS-004,2022-10-12,10000,mobile_money
PAI-0000647,CRD-000079,ECH-0000761,INS-004,2022-11-11,10000,agence
PAI-0000648,CRD-000079,ECH-0000762,INS-004,2022-12-07,10000,mobile_money
PAI-0000649,CRD-000079,ECH-0000763,INS-004,2023-01-06,10000,mobile_money
PAI-0000650,CRD-000079,ECH-0000764,INS-004,2023-02-10,10000,agence
PAI-0000651,CRD-000079,ECH-0000765,INS-004,2023-03-11,10000,mobile_money
PAI-0000652,CRD-000080,ECH-0000766,INS-004,2024-09-07,15555,mobile_money
PAI-0000653,CRD-000080,ECH-0000767,INS-004,2024-10-09,15555,agence
PAI-0000654,CRD-000080,ECH-0000768,INS-004,2024-11-11,15555,agence
PAI-0000655,CRD-000080,ECH-0000769,INS-004,2024-12-04,15555,agence
PAI-0000656,CRD-000080,ECH-0000770,INS-004,2025-01-10,15555,agence
PAI-0000657,CRD-000080,ECH-0000771,INS-004,2025-02-10,15555,mobile_money
PAI-0000658,CRD-000080,ECH-0000772,INS-004,2025-03-10,15555,agence
PAI-0000659,CRD-000080,ECH-0000773,INS-004,2025-04-11,15555,mobile_money
PAI-0000660,CRD-000080,ECH-0000774,INS-004,2025-05-09,15560,collecteur
PAI-0000661,CRD-000081,ECH-0000775,INS-004,2023-06-26,30416,mobile_money
PAI-0000662,CRD-000081,ECH-0000776,INS-004,2023-07-22,30416,mobile_money
PAI-0000663,CRD-000081,ECH-0000777,INS-004,2023-08-23,30416,collecteur
PAI-0000664,CRD-000081,ECH-0000778,INS-004,2023-09-21,30416,agence
PAI-0000665,CRD-000081,ECH-0000779,INS-004,2023-10-26,30416,agence
PAI-0000666,CRD-000081,ECH-0000780,INS-004,2023-11-26,30416,agence
PAI-0000667,CRD-000081,ECH-0000781,INS-004,2023-12-24,30416,collecteur
PAI-0000668,CRD-000081,ECH-0000782,INS-004,2024-01-28,30416,agence
PAI-0000669,CRD-000081,ECH-0000783,INS-004,2024-02-24,30416,mobile_money
PAI-0000670,CRD-000081,ECH-0000784,INS-004,2024-03-25,30416,mobile_money
PAI-0000671,CRD-000081,ECH-0000785,INS-004,2024-04-21,30416,mobile_money
PAI-0000672,CRD-000081,ECH-0000786,INS-004,2024-05-22,30424,agence
PAI-0000673,CRD-000082,ECH-0000787,INS-004,2023-10-15,21111,collecteur
PAI-0000674,CRD-000082,ECH-0000788,INS-004,2023-11-09,21111,collecteur
PAI-0000675,CRD-000082,ECH-0000789,INS-004,2023-12-26,21111,agence
PAI-0000676,CRD-000082,ECH-0000790,INS-004,2024-01-10,21111,agence
PAI-0000677,CRD-000082,ECH-0000791,INS-004,2024-02-15,21111,mobile_money
PAI-0000678,CRD-000082,ECH-0000792,INS-004,2024-03-13,21111,collecteur
PAI-0000679,CRD-000082,ECH-0000793,INS-004,2024-04-10,21111,agence
PAI-0000680,CRD-000082,ECH-0000794,INS-004,2024-05-17,13758,mobile_money
PAI-0000681,CRD-000082,ECH-0000794,INS-004,2024-06-11,21112,agence
PAI-0000682,CRD-000082,,INS-004,2024-07-03,7353,agence
PAI-0000683,CRD-000083,ECH-0000796,INS-004,2025-06-16,62500,mobile_money
PAI-0000684,CRD-000083,ECH-0000797,INS-004,2025-07-17,62500,agence
PAI-0000685,CRD-000083,ECH-0000798,INS-004,2025-08-17,62500,agence
PAI-0000686,CRD-000083,ECH-0000799,INS-004,2025-09-15,62500,collecteur
PAI-0000687,CRD-000083,ECH-0000800,INS-004,2025-10-10,62500,mobile_money
PAI-0000688,CRD-000083,ECH-0000801,INS-004,2025-11-16,62500,agence
PAI-0000689,CRD-000085,ECH-0000814,INS-004,2024-01-15,41666,agence
PAI-0000690,CRD-000085,ECH-0000815,INS-004,2024-02-17,41666,agence
PAI-0000691,CRD-000085,ECH-0000816,INS-004,2024-03-15,41666,agence
PAI-0000692,CRD-000085,ECH-0000817,INS-004,2024-04-15,41666,mobile_money
PAI-0000693,CRD-000085,ECH-0000818,INS-004,2024-05-11,41666,agence
PAI-0000694,CRD-000085,ECH-0000819,INS-004,2024-06-15,41670,agence
PAI-0000695,CRD-000086,ECH-0000820,INS-004,2025-07-08,41666,mobile_money
PAI-0000696,CRD-000086,ECH-0000821,INS-004,2025-08-09,41666,agence
PAI-0000697,CRD-000086,ECH-0000822,INS-004,2025-09-03,41666,agence
PAI-0000698,CRD-000086,ECH-0000823,INS-004,2025-10-10,41666,agence
PAI-0000699,CRD-000086,ECH-0000824,INS-004,2025-11-09,25582,agence
PAI-0000700,CRD-000086,ECH-0000824,INS-004,2025-12-04,41670,mobile_money
PAI-0000701,CRD-000087,ECH-0000826,INS-004,2024-09-17,80833,mobile_money
PAI-0000702,CRD-000087,ECH-0000827,INS-004,2024-10-17,80833,collecteur
PAI-0000703,CRD-000087,ECH-0000828,INS-004,2024-11-17,80833,mobile_money
PAI-0000704,CRD-000087,ECH-0000829,INS-004,2024-12-18,80833,mobile_money
PAI-0000705,CRD-000087,ECH-0000830,INS-004,2025-01-17,80833,mobile_money
PAI-0000706,CRD-000087,ECH-0000831,INS-004,2025-02-13,80835,agence
PAI-0000707,CRD-000088,ECH-0000832,INS-004,2025-10-10,28333,mobile_money
PAI-0000708,CRD-000088,ECH-0000833,INS-004,2025-11-13,28333,mobile_money
PAI-0000709,CRD-000088,ECH-0000834,INS-004,2025-12-11,28333,mobile_money
PAI-0000710,CRD-000089,ECH-0000838,INS-004,2023-12-07,27500,mobile_money
PAI-0000711,CRD-000089,ECH-0000839,INS-004,2024-01-07,27500,agence
PAI-0000712,CRD-000089,ECH-0000840,INS-004,2024-02-12,27500,agence
PAI-0000713,CRD-000089,ECH-0000841,INS-004,2024-03-11,27500,mobile_money
PAI-0000714,CRD-000089,ECH-0000842,INS-004,2024-04-09,27500,mobile_money
PAI-0000715,CRD-000089,ECH-0000843,INS-004,2024-05-05,27500,agence
PAI-0000716,CRD-000090,ECH-0000844,INS-004,2025-04-06,23933,collecteur
PAI-0000717,CRD-000090,,INS-004,2025-05-23,17733,agence
PAI-0000718,CRD-000090,ECH-0000845,INS-004,2025-05-23,41666,collecteur
PAI-0000719,CRD-000090,ECH-0000846,INS-004,2025-06-11,32333,mobile_money
PAI-0000720,CRD-000090,ECH-0000846,INS-004,2025-07-02,41666,agence
PAI-0000721,CRD-000090,,INS-004,2025-07-06,9333,mobile_money
PAI-0000722,CRD-000090,ECH-0000848,INS-004,2025-08-03,41666,collecteur
PAI-0000723,CRD-000090,ECH-0000849,INS-004,2025-09-02,16985,collecteur
PAI-0000724,CRD-000090,,INS-004,2025-10-24,24685,agence
PAI-0000725,CRD-000091,ECH-0000850,INS-004,2024-07-17,41666,collecteur
PAI-0000726,CRD-000091,ECH-0000851,INS-004,2024-08-20,41666,agence
PAI-0000727,CRD-000091,ECH-0000852,INS-004,2024-09-15,41666,agence
PAI-0000728,CRD-000091,ECH-0000853,INS-004,2024-10-15,41666,agence
PAI-0000729,CRD-000091,ECH-0000854,INS-004,2024-11-17,41666,agence
PAI-0000730,CRD-000091,ECH-0000855,INS-004,2024-12-20,41670,collecteur
PAI-0000731,CRD-000092,ECH-0000856,INS-004,2024-03-01,31875,agence
PAI-0000732,CRD-000092,ECH-0000857,INS-004,2024-04-27,31875,collecteur
PAI-0000733,CRD-000092,ECH-0000858,INS-004,2024-04-28,31875,collecteur
PAI-0000734,CRD-000092,ECH-0000859,INS-004,2024-05-29,31875,agence
PAI-0000735,CRD-000092,ECH-0000860,INS-004,2024-06-28,31875,mobile_money
PAI-0000736,CRD-000092,ECH-0000861,INS-004,2024-08-06,12965,collecteur
PAI-0000737,CRD-000092,ECH-0000861,INS-004,2024-08-30,31875,agence
PAI-0000738,CRD-000092,,INS-004,2024-09-20,18910,collecteur
PAI-0000739,CRD-000092,ECH-0000863,INS-004,2024-09-27,31875,agence
PAI-0000740,CRD-000092,ECH-0000864,INS-004,2024-11-03,31875,mobile_money
PAI-0000741,CRD-000092,ECH-0000865,INS-004,2024-12-06,23933,agence
PAI-0000742,CRD-000092,ECH-0000865,INS-004,2025-01-02,31875,mobile_money
PAI-0000743,CRD-000092,,INS-004,2025-01-27,7942,mobile_money
PAI-0000744,CRD-000092,ECH-0000867,INS-004,2025-01-27,31875,mobile_money
PAI-0000745,CRD-000092,ECH-0000868,INS-004,2025-03-04,31875,agence
PAI-0000746,CRD-000092,ECH-0000869,INS-004,2025-04-01,31875,mobile_money
PAI-0000747,CRD-000092,ECH-0000870,INS-004,2025-04-28,31875,mobile_money
PAI-0000748,CRD-000092,ECH-0000871,INS-004,2025-05-27,31875,agence
PAI-0000749,CRD-000092,ECH-0000872,INS-004,2025-06-27,31875,agence
PAI-0000750,CRD-000092,ECH-0000873,INS-004,2025-08-02,13062,agence
PAI-0000751,CRD-000092,ECH-0000873,INS-004,2025-09-03,31875,collecteur
PAI-0000752,CRD-000092,ECH-0000874,INS-004,2025-10-02,31875,collecteur
PAI-0000753,CRD-000092,ECH-0000875,INS-004,2025-11-03,31875,agence
PAI-0000754,CRD-000092,ECH-0000876,INS-004,2025-12-02,31875,agence
PAI-0000755,CRD-000092,ECH-0000877,INS-004,2025-12-29,31875,agence
PAI-0000756,CRD-000093,ECH-0000880,INS-004,2025-08-01,41666,mobile_money
PAI-0000757,CRD-000093,ECH-0000881,INS-004,2025-08-27,41666,agence
PAI-0000758,CRD-000093,ECH-0000882,INS-004,2025-09-29,41666,mobile_money
PAI-0000759,CRD-000093,ECH-0000883,INS-004,2025-11-01,41666,agence
PAI-0000760,CRD-000093,ECH-0000884,INS-004,2025-12-11,23390,agence
PAI-0000761,CRD-000094,ECH-0000886,INS-004,2025-07-02,50000,collecteur
PAI-0000762,CRD-000094,ECH-0000887,INS-004,2025-07-30,50000,agence
PAI-0000763,CRD-000094,ECH-0000888,INS-004,2025-09-06,50000,agence
PAI-0000764,CRD-000094,ECH-0000889,INS-004,2025-10-02,50000,agence
PAI-0000765,CRD-000094,ECH-0000890,INS-004,2025-10-30,50000,agence
PAI-0000766,CRD-000094,ECH-0000891,INS-004,2025-12-05,50000,mobile_money
PAI-0000767,CRD-000095,ECH-0000898,INS-004,2025-11-18,24444,agence
PAI-0000768,CRD-000095,ECH-0000899,INS-004,2025-12-17,24444,mobile_money
PAI-0000769,CRD-000096,ECH-0000907,INS-004,2025-12-12,11111,collecteur
PAI-0000770,CRD-000097,ECH-0000916,INS-004,2025-10-12,48333,collecteur
PAI-0000771,CRD-000097,ECH-0000917,INS-004,2025-11-14,48333,mobile_money
PAI-0000772,CRD-000097,ECH-0000918,INS-004,2025-12-11,48333,agence
