identifiant_echeance,identifiant_credit,identifiant_institution,numero_echeance,date_exigible,montant_capital_du,montant_interet_du,montant_total_du
ECH-0000729,CRD-000075,INS-004,12,2024-12-17,40000,0,40000
ECH-0000730,CRD-000076,INS-004,1,2025-01-10,47500,0,47500
ECH-0000731,CRD-000076,INS-004,2,2025-02-10,47500,0,47500
ECH-0000732,CRD-000076,INS-004,3,2025-03-10,47500,0,47500
ECH-0000733,CRD-000076,INS-004,4,2025-04-10,47500,0,47500
ECH-0000734,CRD-000076,INS-004,5,2025-05-10,47500,0,47500
ECH-0000735,CRD-000076,INS-004,6,2025-06-10,47500,0,47500
ECH-0000736,CRD-000077,INS-004,1,2024-07-13,6666,0,6666
ECH-0000737,CRD-000077,INS-004,2,2024-08-13,6666,0,6666
ECH-0000738,CRD-000077,INS-004,3,2024-09-13,6666,0,6666
ECH-0000739,CRD-000077,INS-004,4,2024-10-13,6666,0,6666
ECH-0000740,CRD-000077,INS-004,5,2024-11-13,6666,0,6666
ECH-0000741,CRD-000077,INS-004,6,2024-12-13,6666,0,6666
ECH-0000742,CRD-000077,INS-004,7,2025-01-13,6666,0,6666
ECH-0000743,CRD-000077,INS-004,8,2025-02-13,6666,0,6666
ECH-0000744,CRD-000077,INS-004,9,2025-03-13,6666,0,6666
ECH-0000745,CRD-000077,INS-004,10,2025-04-13,6666,0,6666
ECH-0000746,CRD-000077,INS-004,11,2025-05-13,6666,0,6666
ECH-0000747,CRD-000077,INS-004,12,2025-06-13,6674,0,6674
ECH-0000748,CRD-000078,INS-004,1,2025-11-24,13888,0,13888
ECH-0000749,CRD-000078,INS-004,2,2025-12-24,13888,0,13888
ECH-0000750,CRD-000078,INS-004,3,2026-01-24,13888,0,13888
ECH-0000751,CRD-000078,INS-004,4,2026-02-24,13888,0,13888
ECH-0000752,CRD-000078,INS-004,5,2026-03-24,13888,0,13888
ECH-0000753,CRD-000078,INS-004,6,2026-04-24,13888,0,13888
ECH-0000754,CRD-000078,INS-004,7,2026-05-24,13888,0,13888
ECH-0000755,CRD-000078,INS-004,8,2026-06-24,13888,0,13888
ECH-0000756,CRD-000078,INS-004,9,2026-07-24,13896,0,13896
ECH-0000757,CRD-000079,INS-004,1,2022-07-08,10000,0,10000
ECH-0000758,CRD-000079,INS-004,2,2022-08-08,10000,0,10000
ECH-0000759,CRD-000079,INS-004,3,2022-09-08,10000,0,10000
ECH-0000760,CRD-000079,INS-004,4,2022-10-08,10000,0,10000
ECH-0000761,CRD-000079,INS-004,5,2022-11-08,10000,0,10000
ECH-0000762,CRD-000079,INS-004,6,2022-12-08,10000,0,10000
ECH-0000763,CRD-000079,INS-004,7,2023-01-08,10000,0,10000
ECH-0000764,CRD-000079,INS-004,8,2023-02-08,10000,0,10000
ECH-0000765,CRD-000079,INS-004,9,2023-03-08,10000,0,10000
ECH-0000766,CRD-000080,INS-004,1,2024-09-07,15555,0,15555
ECH-0000767,CRD-000080,INS-004,2,2024-10-07,15555,0,15555
ECH-0000768,CRD-000080,INS-004,3,2024-11-07,15555,0,15555
ECH-0000769,CRD-000080,INS-004,4,2024-12-07,15555,0,15555
ECH-0000770,CRD-000080,INS-004,5,2025-01-07,15555,0,15555
ECH-0000771,CRD-000080,INS-004,6,2025-02-07,15555,0,15555
ECH-0000772,CRD-000080,INS-004,7,2025-03-07,15555,0,15555
ECH-0000773,CRD-000080,INS-004,8,2025-04-07,15555,0,15555
ECH-0000774,CRD-000080,INS-004,9,2025-05-07,15560,0,15560
ECH-0000775,CRD-000081,INS-004,1,2023-06-24,30416,0,30416
ECH-0000776,CRD-000081,INS-004,2,2023-07-24,30416,0,30416
ECH-0000777,CRD-000081,INS-004,3,2023-08-24,30416,0,30416
ECH-0000778,CRD-000081,INS-004,4,2023-09-24,30416,0,30416
ECH-0000779,CRD-000081,INS-004,5,2023-10-24,30416,0,30416
ECH-0000780,CRD-000081,INS-004,6,2023-11-24,30416,0,30416
ECH-0000781,CRD-000081,INS-004,7,2023-12-24,30416,0,30416
ECH-0000782,CRD-000081,INS-004,8,2024-01-24,30416,0,30416
ECH-0000783,CRD-000081,INS-004,9,2024-02-24,30416,0,30416
ECH-0000784,CRD-000081,INS-004,10,2024-03-24,30416,0,30416
ECH-0000785,CRD-000081,INS-004,11,2024-04-24,30416,0,30416
ECH-0000786,CRD-000081,INS-004,12,2024-05-24,30424,0,30424
ECH-0000787,CRD-000082,INS-004,1,2023-10-11,21111,0,21111
ECH-0000788,CRD-000082,INS-004,2,2023-11-11,21111,0,21111
ECH-0000789,CRD-000082,INS-004,3,2023-12-11,21111,0,21111
ECH-0000790,CRD-000082,INS-004,4,2024-01-11,21111,0,21111
ECH-0000791,CRD-000082,INS-004,5,2024-02-11,21111,0,21111
ECH-0000792,CRD-000082,INS-004,6,2024-03-11,21111,0,21111
ECH-0000793,CRD-000082,INS-004,7,2024-04-11,21111,0,21111
ECH-0000794,CRD-000082,INS-004,8,2024-05-11,21111,0,21111
ECH-0000795,CRD-000082,INS-004,9,2024-06-11,21112,0,21112
ECH-0000796,CRD-000083,INS-004,1,2025-06-13,62500,0,62500
ECH-0000797,CRD-000083,INS-004,2,2025-07-13,62500,0,62500
ECH-0000798,CRD-000083,INS-004,3,2025-08-13,62500,0,62500
ECH-0000799,CRD-000083,INS-004,4,2025-09-13,62500,0,62500
ECH-0000800,CRD-000083,INS-004,5,2025-10-13,62500,0,62500
ECH-0000801,CRD-000083,INS-004,6,2025-11-13,62500,0,62500
ECH-0000802,CRD-000084,INS-004,1,2026-04-30,34166,0,34166
ECH-0000803,CRD-000084,INS-004,2,2026-05-30,34166,0,34166
ECH-0000804,CRD-000084,INS-004,3,2026-06-30,34166,0,34166
ECH-0000805,CRD-000084,INS-004,4,2026-07-30,34166,0,34166
ECH-0000806,CRD-000084,INS-004,5,2026-08-30,34166,0,34166
ECH-0000807,CRD-000084,INS-004,6,2026-09-30,34166,0,34166
ECH-0000808,CRD-000084,INS-004,7,2026-10-30,34166,0,34166
ECH-0000809,CRD-000084,INS-004,8,2026-11-30,34166,0,34166
ECH-0000810,CRD-000084,INS-004,9,2026-12-30,34166,0,34166
ECH-0000811,CRD-000084,INS-004,10,2027-01-30,34166,0,34166
ECH-0000812,CRD-000084,INS-004,11,2027-02-28,34166,0,34166
ECH-0000813,CRD-000084,INS-004,12,2027-03-30,34174,0,34174
ECH-0000814,CRD-000085,INS-004,1,2024-01-14,41666,0,41666
ECH-0000815,CRD-000085,INS-004,2,2024-02-14,41666,0,41666
ECH-0000816,CRD-000085,INS-004,3,2024-03-14,41666,0,41666
ECH-0000817,CRD-000085,INS-004,4,2024-04-14,41666,0,41666
ECH-0000818,CRD-000085,INS-004,5,2024-05-14,41666,0,41666
ECH-0000819,CRD-000085,INS-004,6,2024-06-14,41670,0,41670
ECH-0000820,CRD-000086,INS-004,1,2025-07-06,41666,0,41666
ECH-0000821,CRD-000086,INS-004,2,2025-08-06,41666,0,41666
ECH-0000822,CRD-000086,INS-004,3,2025-09-06,41666,0,41666
ECH-0000823,CRD-000086,INS-004,4,2025-10-06,41666,0,41666
ECH-0000824,CRD-000086,INS-004,5,2025-11-06,41666,0,41666
ECH-0000825,CRD-000086,INS-004,6,2025-12-06,41670,0,41670
ECH-0000826,CRD-000087,INS-004,1,2024-09-14,80833,0,80833
ECH-0000827,CRD-000087,INS-004,2,2024-10-14,80833,0,80833
ECH-0000828,CRD-000087,INS-004,3,2024-11-14,80833,0,80833
ECH-0000829,CRD-000087,INS-004,4,2024-12-14,80833,0,80833
ECH-0000830,CRD-000087,INS-004,5,2025-01-14,80833,0,80833
ECH-0000831,CRD-000087,INS-004,6,2025-02-14,80835,0,80835
ECH-0000832,CRD-000088,INS-004,1,2025-10-11,28333,0,28333
ECH-0000833,CRD-000088,INS-004,2,2025-11-11,28333,0,28333
ECH-0000834,CRD-000088,INS-004,3,2025-12-11,28333,0,28333
ECH-0000835,CRD-000088,INS-004,4,2026-01-11,28333,0,28333
ECH-0000836,CRD-000088,INS-004,5,2026-02-11,28333,0,28333
ECH-0000837,CRD-000088,INS-004,6,2026-03-11,28335,0,28335
ECH-0000838,CRD-000089,INS-004,1,2023-12-08,27500,0,27500
ECH-0000839,CRD-000089,INS-004,2,2024-01-08,27500,0,27500
ECH-0000840,CRD-000089,INS-004,3,2024-02-08,27500,0,27500
ECH-0000841,CRD-000089,INS-004,4,2024-03-08,27500,0,27500
ECH-0000842,CRD-000089,INS-004,5,2024-04-08,27500,0,27500
ECH-0000843,CRD-000089,INS-004,6,2024-05-08,27500,0,27500
ECH-0000844,CRD-000090,INS-004,1,2025-04-02,41666,0,41666
ECH-0000845,CRD-000090,INS-004,2,2025-05-02,41666,0,41666
ECH-0000846,CRD-000090,INS-004,3,2025-06-02,41666,0,41666
ECH-0000847,CRD-000090,INS-004,4,2025-07-02,41666,0,41666
ECH-0000848,CRD-000090,INS-004,5,2025-08-02,41666,0,41666
ECH-0000849,CRD-000090,INS-004,6,2025-09-02,41670,0,41670
ECH-0000850,CRD-000091,INS-004,1,2024-07-17,41666,0,41666
ECH-0000851,CRD-000091,INS-004,2,2024-08-17,41666,0,41666
ECH-0000852,CRD-000091,INS-004,3,2024-09-17,41666,0,41666
ECH-0000853,CRD-000091,INS-004,4,2024-10-17,41666,0,41666
ECH-0000854,CRD-000091,INS-004,5,2024-11-17,41666,0,41666
ECH-0000855,CRD-000091,INS-004,6,2024-12-17,41670,0,41670
ECH-0000856,CRD-000092,INS-004,1,2024-02-29,31875,0,31875
ECH-0000857,CRD-000092,INS-004,2,2024-03-30,31875,0,31875
ECH-0000858,CRD-000092,INS-004,3,2024-04-30,31875,0,31875
ECH-0000859,CRD-000092,INS-004,4,2024-05-30,31875,0,31875
ECH-0000860,CRD-000092,INS-004,5,2024-06-30,31875,0,31875
ECH-0000861,CRD-000092,INS-004,6,2024-07-30,31875,0,31875
ECH-0000862,CRD-000092,INS-004,7,2024-08-30,31875,0,31875
ECH-0000863,CRD-000092,INS-004,8,2024-09-30,31875,0,31875
ECH-0000864,CRD-000092,INS-004,9,2024-10-30,31875,0,31875
ECH-0000865,CRD-000092,INS-004,10,2024-11-30,31875,0,31875
ECH-0000866,CRD-000092,INS-004,11,2024-12-30,31875,0,31875
ECH-0000867,CRD-000092,INS-004,12,2025-01-30,31875,0,31875
ECH-0000868,CRD-000092,INS-004,13,2025-02-28,31875,0,31875
ECH-0000869,CRD-000092,INS-004,14,2025-03-30,31875,0,31875
ECH-0000870,CRD-000092,INS-004,15,2025-04-30,31875,0,31875
ECH-0000871,CRD-000092,INS-004,16,2025-05-30,31875,0,31875
ECH-0000872,CRD-000092,INS-004,17,2025-06-30,31875,0,31875
ECH-0000873,CRD-000092,INS-004,18,2025-07-30,31875,0,31875
ECH-0000874,CRD-000092,INS-004,19,2025-08-30,31875,0,31875
ECH-0000875,CRD-000092,INS-004,20,2025-09-30,31875,0,31875
ECH-0000876,CRD-000092,INS-004,21,2025-10-30,31875,0,31875
ECH-0000877,CRD-000092,INS-004,22,2025-11-30,31875,0,31875
ECH-0000878,CRD-000092,INS-004,23,2025-12-30,31875,0,31875
ECH-0000879,CRD-000092,INS-004,24,2026-01-30,31875,0,31875
ECH-0000880,CRD-000093,INS-004,1,2025-07-30,41666,0,41666
ECH-0000881,CRD-000093,INS-004,2,2025-08-30,41666,0,41666
ECH-0000882,CRD-000093,INS-004,3,2025-09-30,41666,0,41666
ECH-0000883,CRD-000093,INS-004,4,2025-10-30,41666,0,41666
ECH-0000884,CRD-000093,INS-004,5,2025-11-30,41666,0,41666
ECH-0000885,CRD-000093,INS-004,6,2025-12-30,41670,0,41670
ECH-0000886,CRD-000094,INS-004,1,2025-07-02,50000,0,50000
ECH-0000887,CRD-000094,INS-004,2,2025-08-02,50000,0,50000
ECH-0000888,CRD-000094,INS-004,3,2025-09-02,50000,0,50000
ECH-0000889,CRD-000094,INS-004,4,2025-10-02,50000,0,50000
ECH-0000890,CRD-000094,INS-004,5,2025-11-02,50000,0,50000
ECH-0000891,CRD-000094,INS-004,6,2025-12-02,50000,0,50000
ECH-0000892,CRD-000094,INS-004,7,2026-01-02,50000,0,50000
ECH-0000893,CRD-000094,INS-004,8,2026-02-02,50000,0,50000
ECH-0000894,CRD-000094,INS-004,9,2026-03-02,50000,0,50000
ECH-0000895,CRD-000094,INS-004,10,2026-04-02,50000,0,50000
ECH-0000896,CRD-000094,INS-004,11,2026-05-02,50000,0,50000
ECH-0000897,CRD-000094,INS-004,12,2026-06-02,50000,0,50000
ECH-0000898,CRD-000095,INS-004,1,2025-11-16,24444,0,24444
ECH-0000899,CRD-000095,INS-004,2,2025-12-16,24444,0,24444
ECH-0000900,CRD-000095,INS-004,3,2026-01-16,24444,0,24444
ECH-0000901,CRD-000095,INS-004,4,2026-02-16,24444,0,24444
ECH-0000902,CRD-000095,INS-004,5,2026-03-16,24444,0,24444
ECH-0000903,CRD-000095,INS-004,6,2026-04-16,24444,0,24444
ECH-0000904,CRD-000095,INS-004,7,2026-05-16,24444,0,24444
ECH-0000905,CRD-000095,INS-004,8,2026-06-16,24444,0,24444
ECH-0000906,CRD-000095,INS-004,9,2026-07-16,24448,0,24448
ECH-0000907,CRD-000096,INS-004,1,2025-12-15,11111,0,11111
ECH-0000908,CRD-000096,INS-004,2,2026-01-15,11111,0,11111
ECH-0000909,CRD-000096,INS-004,3,2026-02-15,11111,0,11111
ECH-0000910,CRD-000096,INS-004,4,2026-03-15,11111,0,11111
ECH-0000911,CRD-000096,INS-004,5,2026-04-15,11111,0,11111
ECH-0000912,CRD-000096,INS-004,6,2026-05-15,11111,0,11111
ECH-0000913,CRD-000096,INS-004,7,2026-06-15,11111,0,11111
ECH-0000914,CRD-000096,INS-004,8,2026-07-15,11111,0,11111
ECH-0000915,CRD-000096,INS-004,9,2026-08-15,11112,0,11112
ECH-0000916,CRD-000097,INS-004,1,2025-10-10,48333,0,48333
ECH-0000917,CRD-000097,INS-004,2,2025-11-10,48333,0,48333
ECH-0000918,CRD-000097,INS-004,3,2025-12-10,48333,0,48333
ECH-0000919,CRD-000097,INS-004,4,2026-01-10,48333,0,48333
ECH-0000920,CRD-000097,INS-004,5,2026-02-10,48333,0,48333
ECH-0000921,CRD-000097,INS-004,6,2026-03-10,48333,0,48333
ECH-0000922,CRD-000097,INS-004,7,2026-04-10,48333,0,48333
ECH-0000923,CRD-000097,INS-004,8,2026-05-10,48333,0,48333
ECH-0000924,CRD-000097,INS-004,9,2026-06-10,48336,0,48336
