identifiant_paiement,identifiant_credit,identifiant_echeance,identifiant_institution,date_paiement,montant_paye,canal_paiement
PAI-0000263,CRD-000030,ECH-0000283,INS-001,2024-08-28,36666,agence
PAI-0000264,CRD-000030,ECH-0000284,INS-001,2024-10-04,36666,agence
PAI-0000265,CRD-000030,ECH-0000285,INS-001,2024-10-30,36666,agence
PAI-0000266,CRD-000030,ECH-0000286,INS-001,2024-11-30,36666,mobile_money
PAI-0000267,CRD-000030,ECH-0000287,INS-001,2024-12-31,36666,mobile_money
PAI-0000268,CRD-000030,ECH-0000288,INS-001,2025-02-28,36674,mobile_money
PAI-0000269,CRD-000031,ECH-0000289,INS-001,2024-03-26,34166,agence
PAI-0000270,CRD-000031,ECH-0000290,INS-001,2024-05-28,34166,agence
PAI-0000271,CRD-000031,ECH-0000291,INS-001,2024-05-29,34166,agence
PAI-0000272,CRD-000031,ECH-0000292,INS-001,2024-06-26,34166,agence
PAI-0000273,CRD-000031,ECH-0000293,INS-001,2024-08-02,34166,mobile_money
PAI-0000274,CRD-000031,ECH-0000294,INS-001,2024-08-26,34170,agence
PAI-0000275,CRD-000032,ECH-0000295,INS-001,2025-05-21,22222,agence
PAI-0000276,CRD-000032,ECH-0000296,INS-001,2025-06-19,22222,agence
PAI-0000277,CRD-000032,ECH-0000297,INS-001,2025-07-18,22222,mobile_money
PAI-0000278,CRD-000032,ECH-0000298,INS-001,2025-08-16,22222,agence
PAI-0000279,CRD-000032,ECH-0000299,INS-001,2025-09-17,22222,agence
PAI-0000280,CRD-000032,ECH-0000300,INS-001,2025-10-19,22222,agence
PAI-0000281,CRD-000032,ECH-0000301,INS-001,2025-11-16,22222,mobile_money
PAI-0000282,CRD-000032,ECH-0000302,INS-001,2025-12-16,22222,collecteur
PAI-0000283,CRD-000033,ECH-0000304,INS-001,2024-11-14,10833,agence
PAI-0000284,CRD-000033,ECH-0000305,INS-001,2024-12-13,10833,mobile_money
PAI-0000285,CRD-000033,ECH-0000306,INS-001,2025-01-14,10833,collecteur
PAI-0000286,CRD-000033,ECH-0000307,INS-001,2025-02-18,10833,agence
PAI-0000287,CRD-000033,ECH-0000308,INS-001,2025-03-13,10833,agence
PAI-0000288,CRD-000033,ECH-0000309,INS-001,2025-04-14,10835,collecteur
PAI-0000289,CRD-000034,ECH-0000310,INS-001,2025-05-15,12083,agence
PAI-0000290,CRD-000034,ECH-0000311,INS-001,2025-06-12,12083,mobile_money
PAI-0000291,CRD-000034,ECH-0000312,INS-001,2025-07-15,12083,mobile_money
PAI-0000292,CRD-000034,ECH-0000313,INS-001,2025-08-16,12083,agence
PAI-0000293,CRD-000034,ECH-0000314,INS-001,2025-09-17,12083,agence
PAI-0000294,CRD-000034,ECH-0000315,INS-001,2025-10-14,12083,collecteur
PAI-0000295,CRD-000034,ECH-0000316,INS-001,2025-11-17,12083,mobile_money
PAI-0000296,CRD-000034,ECH-0000317,INS-001,2025-12-13,12083,mobile_money
PAI-0000297,CRD-000035,ECH-0000322,INS-001,2025-03-07,12222,agence
PAI-0000298,CRD-000035,ECH-0000323,INS-001,2025-04-09,12222,agence
PAI-0000299,CRD-000035,ECH-0000324,INS-001,2025-05-11,12222,mobile_money
PAI-0000300,CRD-000035,ECH-0000325,INS-001,2025-06-10,12222,mobile_money
PAI-0000301,CRD-000035,ECH-0000326,INS-001,2025-07-10,12222,agence
PAI-0000302,CRD-000035,ECH-0000327,INS-001,2025-08-05,12222,mobile_money
PAI-0000303,CRD-000035,ECH-0000328,INS-001,2025-09-09,12222,agence
PAI-0000304,CRD-000035,ECH-0000329,INS-001,2025-10-09,12222,agence
PAI-0000305,CRD-000035,ECH-0000330,INS-001,2025-11-11,12224,mobile_money
PAI-0000306,CRD-000036,ECH-0000331,INS-001,2024-12-23,12500,agence
PAI-0000307,CRD-000036,ECH-0000332,INS-001,2025-01-19,12500,mobile_money
PAI-0000308,CRD-000036,ECH-0000333,INS-001,2025-02-22,12500,agence
PAI-0000309,CRD-000036,ECH-0000334,INS-001,2025-03-20,12500,agence
PAI-0000310,CRD-000036,ECH-0000335,INS-001,2025-04-19,12500,agence
PAI-0000311,CRD-000036,ECH-0000336,INS-001,2025-05-25,12500,agence
PAI-0000312,CRD-000037,ECH-0000337,INS-001,2025-10-31,16666,agence
PAI-0000313,CRD-000037,ECH-0000338,INS-001,2025-11-27,16666,collecteur
PAI-0000314,CRD-000037,ECH-0000339,INS-001,2025-12-24,16666,agence
PAI-0000315,CRD-000038,ECH-0000343,INS-001,2025-10-31,41666,mobile_money
PAI-0000316,CRD-000038,ECH-0000344,INS-001,2025-12-05,41666,mobile_money
