identifiant_echeance,identifiant_credit,identifiant_institution,numero_echeance,date_exigible,montant_capital_du,montant_interet_du,montant_total_du
ECH-0000097,CRD-000011,INS-001,4,2024-03-25,50000,0,50000
ECH-0000098,CRD-000011,INS-001,5,2024-04-25,50000,0,50000
ECH-0000099,CRD-000011,INS-001,6,2024-05-25,50000,0,50000
ECH-0000100,CRD-000011,INS-001,7,2024-06-25,50000,0,50000
ECH-0000101,CRD-000011,INS-001,8,2024-07-25,50000,0,50000
ECH-0000102,CRD-000011,INS-001,9,2024-08-25,50000,0,50000
ECH-0000103,CRD-000011,INS-001,10,2024-09-25,50000,0,50000
ECH-0000104,CRD-000011,INS-001,11,2024-10-25,50000,0,50000
ECH-0000105,CRD-000011,INS-001,12,2024-11-25,50000,0,50000
ECH-0000106,CRD-000012,INS-001,1,2024-08-18,100000,0,100000
ECH-0000107,CRD-000012,INS-001,2,2024-09-18,100000,0,100000
ECH-0000108,CRD-000012,INS-001,3,2024-10-18,100000,0,100000
ECH-0000109,CRD-000012,INS-001,4,2024-11-18,100000,0,100000
ECH-0000110,CRD-000012,INS-001,5,2024-12-18,100000,0,100000
ECH-0000111,CRD-000012,INS-001,6,2025-01-18,100000,0,100000
ECH-0000112,CRD-000012,INS-001,7,2025-02-18,100000,0,100000
ECH-0000113,CRD-000012,INS-001,8,2025-03-18,100000,0,100000
ECH-0000114,CRD-000012,INS-001,9,2025-04-18,100000,0,100000
ECH-0000115,CRD-000013,INS-001,1,2025-12-09,52777,0,52777
ECH-0000116,CRD-000013,INS-001,2,2026-01-09,52777,0,52777
ECH-0000117,CRD-000013,INS-001,3,2026-02-09,52777,0,52777
ECH-0000118,CRD-000013,INS-001,4,2026-03-09,52777,0,52777
ECH-0000119,CRD-000013,INS-001,5,2026-04-09,52777,0,52777
ECH-0000120,CRD-000013,INS-001,6,2026-05-09,52777,0,52777
ECH-0000121,CRD-000013,INS-001,7,2026-06-09,52777,0,52777
ECH-0000122,CRD-000013,INS-001,8,2026-07-09,52777,0,52777
ECH-0000123,CRD-000013,INS-001,9,2026-08-09,52784,0,52784
ECH-0000124,CRD-000014,INS-001,1,2024-04-29,12500,0,12500
ECH-0000125,CRD-000014,INS-001,2,2024-05-29,12500,0,12500
ECH-0000126,CRD-000014,INS-001,3,2024-06-29,12500,0,12500
ECH-0000127,CRD-000014,INS-001,4,2024-07-29,12500,0,12500
ECH-0000128,CRD-000014,INS-001,5,2024-08-29,12500,0,12500
ECH-0000129,CRD-000014,INS-001,6,2024-09-29,12500,0,12500
ECH-0000130,CRD-000014,INS-001,7,2024-10-29,12500,0,12500
ECH-0000131,CRD-000014,INS-001,8,2024-11-29,12500,0,12500
ECH-0000132,CRD-000014,INS-001,9,2024-12-29,12500,0,12500
ECH-0000133,CRD-000014,INS-001,10,2025-01-29,12500,0,12500
ECH-0000134,CRD-000014,INS-001,11,2025-02-28,12500,0,12500
ECH-0000135,CRD-000014,INS-001,12,2025-03-29,12500,0,12500
ECH-0000136,CRD-000015,INS-001,1,2024-03-07,33750,0,33750
ECH-0000137,CRD-000015,INS-001,2,2024-04-07,33750,0,33750
ECH-0000138,CRD-000015,INS-001,3,2024-05-07,33750,0,33750
ECH-0000139,CRD-000015,INS-001,4,2024-06-07,33750,0,33750
ECH-0000140,CRD-000015,INS-001,5,2024-07-07,33750,0,33750
ECH-0000141,CRD-000015,INS-001,6,2024-08-07,33750,0,33750
ECH-0000142,CRD-000015,INS-001,7,2024-09-07,33750,0,33750
ECH-0000143,CRD-000015,INS-001,8,2024-10-07,33750,0,33750
ECH-0000144,CRD-000015,INS-001,9,2024-11-07,33750,0,33750
ECH-0000145,CRD-000015,INS-001,10,2024-12-07,33750,0,33750
ECH-0000146,CRD-000015,INS-001,11,2025-01-07,33750,0,33750
ECH-0000147,CRD-000015,INS-001,12,2025-02-07,33750,0,33750
ECH-0000148,CRD-000016,INS-001,1,2023-11-25,21666,0,21666
ECH-0000149,CRD-000016,INS-001,2,2023-12-25,21666,0,21666
ECH-0000150,CRD-000016,INS-001,3,2024-01-25,21666,0,21666
ECH-0000151,CRD-000016,INS-001,4,2024-02-25,21666,0,21666
ECH-0000152,CRD-000016,INS-001,5,2024-03-25,21666,0,21666
ECH-0000153,CRD-000016,INS-001,6,2024-04-25,21666,0,21666
ECH-0000154,CRD-000016,INS-001,7,2024-05-25,21666,0,21666
ECH-0000155,CRD-000016,INS-001,8,2024-06-25,21666,0,21666
ECH-0000156,CRD-000016,INS-001,9,2024-07-25,21672,0,21672
ECH-0000157,CRD-000017,INS-001,1,2023-08-03,15000,0,15000
ECH-0000158,CRD-000017,INS-001,2,2023-09-03,15000,0,15000
ECH-0000159,CRD-000017,INS-001,3,2023-10-03,15000,0,15000
ECH-0000160,CRD-000017,INS-001,4,2023-11-03,15000,0,15000
ECH-0000161,CRD-000017,INS-001,5,2023-12-03,15000,0,15000
ECH-0000162,CRD-000017,INS-001,6,2024-01-03,15000,0,15000
ECH-0000163,CRD-000017,INS-001,7,2024-02-03,15000,0,15000
ECH-0000164,CRD-000017,INS-001,8,2024-03-03,15000,0,15000
ECH-0000165,CRD-000017,INS-001,9,2024-04-03,15000,0,15000
ECH-0000166,CRD-000018,INS-001,1,2025-06-25,8333,0,8333
ECH-0000167,CRD-000018,INS-001,2,2025-07-25,8333,0,8333
ECH-0000168,CRD-000018,INS-001,3,2025-08-25,8333,0,8333
ECH-0000169,CRD-000018,INS-001,4,2025-09-25,8333,0,8333
ECH-0000170,CRD-000018,INS-001,5,2025-10-25,8333,0,8333
ECH-0000171,CRD-000018,INS-001,6,2025-11-25,8335,0,8335
ECH-0000172,CRD-000019,INS-001,1,2024-12-02,86666,0,86666
ECH-0000173,CRD-000019,INS-001,2,2025-01-02,86666,0,86666
ECH-0000174,CRD-000019,INS-001,3,2025-02-02,86666,0,86666
ECH-0000175,CRD-000019,INS-001,4,2025-03-02,86666,0,86666
ECH-0000176,CRD-000019,INS-001,5,2025-04-02,86666,0,86666
ECH-0000177,CRD-000019,INS-001,6,2025-05-02,86670,0,86670
ECH-0000178,CRD-000020,INS-001,1,2025-09-20,65000,0,65000
ECH-0000179,CRD-000020,INS-001,2,2025-10-20,65000,0,65000
ECH-0000180,CRD-000020,INS-001,3,2025-11-20,65000,0,65000
ECH-0000181,CRD-000021,INS-001,1,2024-10-19,75000,0,75000
ECH-0000182,CRD-000021,INS-001,2,2024-11-19,75000,0,75000
ECH-0000183,CRD-000021,INS-001,3,2024-12-19,75000,0,75000
ECH-0000184,CRD-000021,INS-001,4,2025-01-19,75000,0,75000
ECH-0000185,CRD-000021,INS-001,5,2025-02-19,75000,0,75000
ECH-0000186,CRD-000021,INS-001,6,2025-03-19,75000,0,75000
ECH-0000187,CRD-000021,INS-001,7,2025-04-19,75000,0,75000
ECH-0000188,CRD-000021,INS-001,8,2025-05-19,75000,0,75000
ECH-0000189,CRD-000021,INS-001,9,2025-06-19,75000,0,75000
ECH-0000190,CRD-000021,INS-001,10,2025-07-19,75000,0,75000
ECH-0000191,CRD-000021,INS-001,11,2025-08-19,75000,0,75000
ECH-0000192,CRD-000021,INS-001,12,2025-09-19,75000,0,75000
ECH-0000193,CRD-000022,INS-001,1,2023-07-05,23888,0,23888
ECH-0000194,CRD-000022,INS-001,2,2023-08-05,23888,0,23888
ECH-0000195,CRD-000022,INS-001,3,2023-09-05,23888,0,23888
ECH-0000196,CRD-000022,INS-001,4,2023-10-05,23888,0,23888
ECH-0000197,CRD-000022,INS-001,5,2023-11-05,23888,0,23888
ECH-0000198,CRD-000022,INS-001,6,2023-12-05,23888,0,23888
ECH-0000199,CRD-000022,INS-001,7,2024-01-05,23888,0,23888
ECH-0000200,CRD-000022,INS-001,8,2024-02-05,23888,0,23888
ECH-0000201,CRD-000022,INS-001,9,2024-03-05,23896,0,23896
ECH-0000202,CRD-000023,INS-001,1,2024-08-26,50000,0,50000
ECH-0000203,CRD-000023,INS-001,2,2024-09-26,50000,0,50000
ECH-0000204,CRD-000023,INS-001,3,2024-10-26,50000,0,50000
ECH-0000205,CRD-000023,INS-001,4,2024-11-26,50000,0,50000
ECH-0000206,CRD-000023,INS-001,5,2024-12-26,50000,0,50000
ECH-0000207,CRD-000023,INS-001,6,2025-01-26,50000,0,50000
ECH-0000208,CRD-000023,INS-001,7,2025-02-26,50000,0,50000
ECH-0000209,CRD-000023,INS-001,8,2025-03-26,50000,0,50000
ECH-0000210,CRD-000023,INS-001,9,2025-04-26,50000,0,50000
ECH-0000211,CRD-000023,INS-001,10,2025-05-26,50000,0,50000
ECH-0000212,CRD-000023,INS-001,11,2025-06-26,50000,0,50000
ECH-0000213,CRD-000023,INS-001,12,2025-07-26,50000,0,50000
ECH-0000214,CRD-000024,INS-001,1,2025-09-07,66666,0,66666
ECH-0000215,CRD-000024,INS-001,2,2025-10-07,66666,0,66666
ECH-0000216,CRD-000024,INS-001,3,2025-11-07,66666,0,66666
ECH-0000217,CRD-000024,INS-001,4,2025-12-07,66666,0,66666
ECH-0000218,CRD-000024,INS-001,5,2026-01-07,66666,0,66666
ECH-0000219,CRD-000024,INS-001,6,2026-02-07,66666,0,66666
ECH-0000220,CRD-000024,INS-001,7,2026-03-07,66666,0,66666
ECH-0000221,CRD-000024,INS-001,8,2026-04-07,66666,0,66666
ECH-0000222,CRD-000024,INS-001,9,2026-05-07,66672,0,66672
ECH-0000223,CRD-000025,INS-001,1,2023-05-19,50000,0,50000
ECH-0000224,CRD-000025,INS-001,2,2023-06-19,50000,0,50000
ECH-0000225,CRD-000025,INS-001,3,2023-07-19,50000,0,50000
ECH-0000226,CRD-000025,INS-001,4,2023-08-19,50000,0,50000
ECH-0000227,CRD-000025,INS-001,5,2023-09-19,50000,0,50000
ECH-0000228,CRD-000025,INS-001,6,2023-10-19,50000,0,50000
ECH-0000229,CRD-000025,INS-001,7,2023-11-19,50000,0,50000
ECH-0000230,CRD-000025,INS-001,8,2023-12-19,50000,0,50000
ECH-0000231,CRD-000025,INS-001,9,2024-01-19,50000,0,50000
ECH-0000232,CRD-000025,INS-001,10,2024-02-19,50000,0,50000
ECH-0000233,CRD-000025,INS-001,11,2024-03-19,50000,0,50000
ECH-0000234,CRD-000025,INS-001,12,2024-04-19,50000,0,50000
ECH-0000235,CRD-000026,INS-001,1,2024-10-23,101250,0,101250
ECH-0000236,CRD-000026,INS-001,2,2024-11-23,101250,0,101250
ECH-0000237,CRD-000026,INS-001,3,2024-12-23,101250,0,101250
ECH-0000238,CRD-000026,INS-001,4,2025-01-23,101250,0,101250
ECH-0000239,CRD-000026,INS-001,5,2025-02-23,101250,0,101250
ECH-0000240,CRD-000026,INS-001,6,2025-03-23,101250,0,101250
ECH-0000241,CRD-000026,INS-001,7,2025-04-23,101250,0,101250
ECH-0000242,CRD-000026,INS-001,8,2025-05-23,101250,0,101250
ECH-0000243,CRD-000026,INS-001,9,2025-06-23,101250,0,101250
ECH-0000244,CRD-000026,INS-001,10,2025-07-23,101250,0,101250
ECH-0000245,CRD-000026,INS-001,11,2025-08-23,101250,0,101250
ECH-0000246,CRD-000026,INS-001,12,2025-09-23,101250,0,101250
ECH-0000247,CRD-000027,INS-001,1,2024-06-24,40555,0,40555
ECH-0000248,CRD-000027,INS-001,2,2024-07-24,40555,0,40555
ECH-0000249,CRD-000027,INS-001,3,2024-08-24,40555,0,40555
ECH-0000250,CRD-000027,INS-001,4,2024-09-24,40555,0,40555
ECH-0000251,CRD-000027,INS-001,5,2024-10-24,40555,0,40555
ECH-0000252,CRD-000027,INS-001,6,2024-11-24,40555,0,40555
ECH-0000253,CRD-000027,INS-001,7,2024-12-24,40555,0,40555
ECH-0000254,CRD-000027,INS-001,8,2025-01-24,40555,0,40555
ECH-0000255,CRD-000027,INS-001,9,2025-02-24,40560,0,40560
ECH-0000256,CRD-000028,INS-001,1,2024-03-25,33333,0,33333
ECH-0000257,CRD-000028,INS-001,2,2024-04-25,33333,0,33333
ECH-0000258,CRD-000028,INS-001,3,2024-05-25,33333,0,33333
ECH-0000259,CRD-000028,INS-001,4,2024-06-25,33333,0,33333
ECH-0000260,CRD-000028,INS-001,5,2024-07-25,33333,0,33333
ECH-0000261,CRD-000028,INS-001,6,2024-08-25,33333,0,33333
ECH-0000262,CRD-000028,INS-001,7,2024-09-25,33333,0,33333
ECH-0000263,CRD-000028,INS-001,8,2024-10-25,33333,0,33333
ECH-0000264,CRD-000028,INS-001,9,2024-11-25,33336,0,33336
ECH-0000265,CRD-000029,INS-001,1,2024-09-20,50000,0,50000
ECH-0000266,CRD-000029,INS-001,2,2024-10-20,50000,0,50000
ECH-0000267,CRD-000029,INS-001,3,2024-11-20,50000,0,50000
ECH-0000268,CRD-000029,INS-001,4,2024-12-20,50000,0,50000
ECH-0000269,CRD-000029,INS-001,5,2025-01-20,50000,0,50000
ECH-0000270,CRD-000029,INS-001,6,2025-02-20,50000,0,50000
ECH-0000271,CRD-000029,INS-001,7,2025-03-20,50000,0,50000
ECH-0000272,CRD-000029,INS-001,8,2025-04-20,50000,0,50000
ECH-0000273,CRD-000029,INS-001,9,2025-05-20,50000,0,50000
ECH-0000274,CRD-000029,INS-001,10,2025-06-20,50000,0,50000
ECH-0000275,CRD-000029,INS-001,11,2025-07-20,50000,0,50000
ECH-0000276,CRD-000029,INS-001,12,2025-08-20,50000,0,50000
ECH-0000277,CRD-000030,INS-001,1,2024-02-29,36666,0,36666
ECH-0000278,CRD-000030,INS-001,2,2024-03-30,36666,0,36666
ECH-0000279,CRD-000030,INS-001,3,2024-04-30,36666,0,36666
ECH-0000280,CRD-000030,INS-001,4,2024-05-30,36666,0,36666
ECH-0000281,CRD-000030,INS-001,5,2024-06-30,36666,0,36666
ECH-0000282,CRD-000030,INS-001,6,2024-07-30,36666,0,36666
ECH-0000283,CRD-000030,INS-001,7,2024-08-30,36666,0,36666
ECH-0000284,CRD-000030,INS-001,8,2024-09-30,36666,0,36666
ECH-0000285,CRD-000030,INS-001,9,2024-10-30,36666,0,36666
ECH-0000286,CRD-000030,INS-001,10,2024-11-30,36666,0,36666
ECH-0000287,CRD-000030,INS-001,11,2024-12-30,36666,0,36666
ECH-0000288,CRD-000030,INS-001,12,2025-01-30,36674,0,36674
ECH-0000289,CRD-000031,INS-001,1,2024-03-29,34166,0,34166
ECH-0000290,CRD-000031,INS-001,2,2024-04-29,34166,0,34166
ECH-0000291,CRD-000031,INS-001,3,2024-05-29,34166,0,34166
ECH-0000292,CRD-000031,INS-001,4,2024-06-29,34166,0,34166
ECH-0000293,CRD-000031,INS-001,5,2024-07-29,34166,0,34166
ECH-0000294,CRD-000031,INS-001,6,2024-08-29,34170,0,34170
ECH-0000295,CRD-000032,INS-001,1,2025-05-19,22222,0,22222
ECH-0000296,CRD-000032,INS-001,2,2025-06-19,22222,0,22222
ECH-0000297,CRD-000032,INS-001,3,2025-07-19,22222,0,22222
ECH-0000298,CRD-000032,INS-001,4,2025-08-19,22222,0,22222
ECH-0000299,CRD-000032,INS-001,5,2025-09-19,22222,0,22222
ECH-0000300,CRD-000032,INS-001,6,2025-10-19,22222,0,22222
ECH-0000301,CRD-000032,INS-001,7,2025-11-19,22222,0,22222
ECH-0000302,CRD-000032,INS-001,8,2025-12-19,22222,0,22222
ECH-0000303,CRD-000032,INS-001,9,2026-01-19,22224,0,22224
ECH-0000304,CRD-000033,INS-001,1,2024-11-16,10833,0,10833
ECH-0000305,CRD-000033,INS-001,2,2024-12-16,10833,0,10833
ECH-0000306,CRD-000033,INS-001,3,2025-01-16,10833,0,10833
ECH-0000307,CRD-000033,INS-001,4,2025-02-16,10833,0,10833
ECH-0000308,CRD-000033,INS-001,5,2025-03-16,10833,0,10833
ECH-0000309,CRD-000033,INS-001,6,2025-04-16,10835,0,10835
ECH-0000310,CRD-000034,INS-001,1,2025-05-15,12083,0,12083
ECH-0000311,CRD-000034,INS-001,2,2025-06-15,12083,0,12083
ECH-0000312,CRD-000034,INS-001,3,2025-07-15,12083,0,12083
ECH-0000313,CRD-000034,INS-001,4,2025-08-15,12083,0,12083
ECH-0000314,CRD-000034,INS-001,5,2025-09-15,12083,0,12083
ECH-0000315,CRD-000034,INS-001,6,2025-10-15,12083,0,12083
ECH-0000316,CRD-000034,INS-001,7,2025-11-15,12083,0,12083
ECH-0000317,CRD-000034,INS-001,8,2025-12-15,12083,0,12083
ECH-0000318,CRD-000034,INS-001,9,2026-01-15,12083,0,12083
ECH-0000319,CRD-000034,INS-001,10,2026-02-15,12083,0,12083
ECH-0000320,CRD-000034,INS-001,11,2026-03-15,12083,0,12083
ECH-0000321,CRD-000034,INS-001,12,2026-04-15,12087,0,12087
ECH-0000322,CRD-000035,INS-001,1,2025-03-08,12222,0,12222
ECH-0000323,CRD-000035,INS-001,2,2025-04-08,12222,0,12222
ECH-0000324,CRD-000035,INS-001,3,2025-05-08,12222,0,12222
ECH-0000325,CRD-000035,INS-001,4,2025-06-08,12222,0,12222
ECH-0000326,CRD-000035,INS-001,5,2025-07-08,12222,0,12222
ECH-0000327,CRD-000035,INS-001,6,2025-08-08,12222,0,12222
ECH-0000328,CRD-000035,INS-001,7,2025-09-08,12222,0,12222
ECH-0000329,CRD-000035,INS-001,8,2025-10-08,12222,0,12222
ECH-0000330,CRD-000035,INS-001,9,2025-11-08,12224,0,12224
ECH-0000331,CRD-000036,INS-001,1,2024-12-21,12500,0,12500
ECH-0000332,CRD-000036,INS-001,2,2025-01-21,12500,0,12500
ECH-0000333,CRD-000036,INS-001,3,2025-02-21,12500,0,12500
ECH-0000334,CRD-000036,INS-001,4,2025-03-21,12500,0,12500
ECH-0000335,CRD-000036,INS-001,5,2025-04-21,12500,0,12500
ECH-0000336,CRD-000036,INS-001,6,2025-05-21,12500,0,12500
ECH-0000337,CRD-000037,INS-001,1,2025-10-27,16666,0,16666
ECH-0000338,CRD-000037,INS-001,2,2025-11-27,16666,0,16666
ECH-0000339,CRD-000037,INS-001,3,2025-12-27,16666,0,16666
ECH-0000340,CRD-000037,INS-001,4,2026-01-27,16666,0,16666
ECH-0000341,CRD-000037,INS-001,5,2026-02-27,16666,0,16666
ECH-0000342,CRD-000037,INS-001,6,2026-03-27,16670,0,16670
ECH-0000343,CRD-000038,INS-001,1,2025-11-02,41666,0,41666
ECH-0000344,CRD-000038,INS-001,2,2025-12-02,41666,0,41666
ECH-0000345,CRD-000038,INS-001,3,2026-01-02,41666,0,41666
ECH-0000346,CRD-000038,INS-001,4,2026-02-02,41666,0,41666
ECH-0000347,CRD-000038,INS-001,5,2026-03-02,41666,0,41666
ECH-0000348,CRD-000038,INS-001,6,2026-04-02,41670,0,41670
