identifiant_echeance,identifiant_credit,identifiant_institution,numero_echeance,date_exigible,montant_capital_du,montant_interet_du,montant_total_du
ECH-0000097,CRD-000010,INS-001,7,2023-10-25,20555,0,20555
ECH-0000098,CRD-000010,INS-001,8,2023-11-25,20555,0,20555
ECH-0000099,CRD-000010,INS-001,9,2023-12-25,20560,0,20560
ECH-0000100,CRD-000011,INS-001,1,2024-01-31,200000,0,200000
ECH-0000101,CRD-000011,INS-001,2,2024-02-29,200000,0,200000
ECH-0000102,CRD-000011,INS-001,3,2024-03-31,200000,0,200000
ECH-0000103,CRD-000012,INS-001,1,2024-09-16,85000,0,85000
ECH-0000104,CRD-000012,INS-001,2,2024-10-16,85000,0,85000
ECH-0000105,CRD-000012,INS-001,3,2024-11-16,85000,0,85000
ECH-0000106,CRD-000012,INS-001,4,2024-12-16,85000,0,85000
ECH-0000107,CRD-000012,INS-001,5,2025-01-16,85000,0,85000
ECH-0000108,CRD-000012,INS-001,6,2025-02-16,85000,0,85000
ECH-0000109,CRD-000013,INS-001,1,2024-04-20,68333,0,68333
ECH-0000110,CRD-000013,INS-001,2,2024-05-20,68333,0,68333
ECH-0000111,CRD-000013,INS-001,3,2024-06-20,68334,0,68334
ECH-0000112,CRD-000014,INS-001,1,2023-05-19,75000,0,75000
ECH-0000113,CRD-000014,INS-001,2,2023-06-19,75000,0,75000
ECH-0000114,CRD-000014,INS-001,3,2023-07-19,75000,0,75000
ECH-0000115,CRD-000014,INS-001,4,2023-08-19,75000,0,75000
ECH-0000116,CRD-000014,INS-001,5,2023-09-19,75000,0,75000
ECH-0000117,CRD-000014,INS-001,6,2023-10-19,75000,0,75000
ECH-0000118,CRD-000014,INS-001,7,2023-11-19,75000,0,75000
ECH-0000119,CRD-000014,INS-001,8,2023-12-19,75000,0,75000
ECH-0000120,CRD-000014,INS-001,9,2024-01-19,75000,0,75000
ECH-0000121,CRD-000014,INS-001,10,2024-02-19,75000,0,75000
ECH-0000122,CRD-000014,INS-001,11,2024-03-19,75000,0,75000
ECH-0000123,CRD-000014,INS-001,12,2024-04-19,75000,0,75000
ECH-0000124,CRD-000015,INS-001,1,2024-12-26,75000,0,75000
ECH-0000125,CRD-000015,INS-001,2,2025-01-26,75000,0,75000
ECH-0000126,CRD-000015,INS-001,3,2025-02-26,75000,0,75000
ECH-0000127,CRD-000015,INS-001,4,2025-03-26,75000,0,75000
ECH-0000128,CRD-000015,INS-001,5,2025-04-26,75000,0,75000
ECH-0000129,CRD-000015,INS-001,6,2025-05-26,75000,0,75000
ECH-0000130,CRD-000015,INS-001,7,2025-06-26,75000,0,75000
ECH-0000131,CRD-000015,INS-001,8,2025-07-26,75000,0,75000
ECH-0000132,CRD-000015,INS-001,9,2025-08-26,75000,0,75000
ECH-0000133,CRD-000015,INS-001,10,2025-09-26,75000,0,75000
ECH-0000134,CRD-000015,INS-001,11,2025-10-26,75000,0,75000
ECH-0000135,CRD-000015,INS-001,12,2025-11-26,75000,0,75000
ECH-0000136,CRD-000016,INS-001,1,2023-05-27,27777,0,27777
ECH-0000137,CRD-000016,INS-001,2,2023-06-27,27777,0,27777
ECH-0000138,CRD-000016,INS-001,3,2023-07-27,27777,0,27777
ECH-0000139,CRD-000016,INS-001,4,2023-08-27,27777,0,27777
ECH-0000140,CRD-000016,INS-001,5,2023-09-27,27777,0,27777
ECH-0000141,CRD-000016,INS-001,6,2023-10-27,27777,0,27777
ECH-0000142,CRD-000016,INS-001,7,2023-11-27,27777,0,27777
ECH-0000143,CRD-000016,INS-001,8,2023-12-27,27777,0,27777
ECH-0000144,CRD-000016,INS-001,9,2024-01-27,27784,0,27784
ECH-0000145,CRD-000017,INS-001,1,2023-03-06,41666,0,41666
ECH-0000146,CRD-000017,INS-001,2,2023-04-06,41666,0,41666
ECH-0000147,CRD-000017,INS-001,3,2023-05-06,41666,0,41666
ECH-0000148,CRD-000017,INS-001,4,2023-06-06,41666,0,41666
ECH-0000149,CRD-000017,INS-001,5,2023-07-06,41666,0,41666
ECH-0000150,CRD-000017,INS-001,6,2023-08-06,41670,0,41670
ECH-0000151,CRD-000018,INS-001,1,2023-10-05,50000,0,50000
ECH-0000152,CRD-000018,INS-001,2,2023-11-05,50000,0,50000
ECH-0000153,CRD-000018,INS-001,3,2023-12-05,50000,0,50000
ECH-0000154,CRD-000018,INS-001,4,2024-01-05,50000,0,50000
ECH-0000155,CRD-000018,INS-001,5,2024-02-05,50000,0,50000
ECH-0000156,CRD-000018,INS-001,6,2024-03-05,50000,0,50000
ECH-0000157,CRD-000018,INS-001,7,2024-04-05,50000,0,50000
ECH-0000158,CRD-000018,INS-001,8,2024-05-05,50000,0,50000
ECH-0000159,CRD-000018,INS-001,9,2024-06-05,50000,0,50000
ECH-0000160,CRD-000018,INS-001,10,2024-07-05,50000,0,50000
ECH-0000161,CRD-000018,INS-001,11,2024-08-05,50000,0,50000
ECH-0000162,CRD-000018,INS-001,12,2024-09-05,50000,0,50000
ECH-0000163,CRD-000019,INS-001,1,2023-08-18,83333,0,83333
ECH-0000164,CRD-000019,INS-001,2,2023-09-18,83333,0,83333
ECH-0000165,CRD-000019,INS-001,3,2023-10-18,83333,0,83333
ECH-0000166,CRD-000019,INS-001,4,2023-11-18,83333,0,83333
ECH-0000167,CRD-000019,INS-001,5,2023-12-18,83333,0,83333
ECH-0000168,CRD-000019,INS-001,6,2024-01-18,83333,0,83333
ECH-0000169,CRD-000019,INS-001,7,2024-02-18,83333,0,83333
ECH-0000170,CRD-000019,INS-001,8,2024-03-18,83333,0,83333
ECH-0000171,CRD-000019,INS-001,9,2024-04-18,83333,0,83333
ECH-0000172,CRD-000019,INS-001,10,2024-05-18,83333,0,83333
ECH-0000173,CRD-000019,INS-001,11,2024-06-18,83333,0,83333
ECH-0000174,CRD-000019,INS-001,12,2024-07-18,83333,0,83333
ECH-0000175,CRD-000019,INS-001,13,2024-08-18,83333,0,83333
ECH-0000176,CRD-000019,INS-001,14,2024-09-18,83333,0,83333
ECH-0000177,CRD-000019,INS-001,15,2024-10-18,83333,0,83333
ECH-0000178,CRD-000019,INS-001,16,2024-11-18,83333,0,83333
ECH-0000179,CRD-000019,INS-001,17,2024-12-18,83333,0,83333
ECH-0000180,CRD-000019,INS-001,18,2025-01-18,83339,0,83339
ECH-0000181,CRD-000020,INS-001,1,2025-07-08,20833,0,20833
ECH-0000182,CRD-000020,INS-001,2,2025-08-08,20833,0,20833
ECH-0000183,CRD-000020,INS-001,3,2025-09-08,20833,0,20833
ECH-0000184,CRD-000020,INS-001,4,2025-10-08,20833,0,20833
ECH-0000185,CRD-000020,INS-001,5,2025-11-08,20833,0,20833
ECH-0000186,CRD-000020,INS-001,6,2025-12-08,20835,0,20835
ECH-0000187,CRD-000021,INS-001,1,2023-08-08,40000,0,40000
ECH-0000188,CRD-000021,INS-001,2,2023-09-08,40000,0,40000
ECH-0000189,CRD-000021,INS-001,3,2023-10-08,40000,0,40000
ECH-0000190,CRD-000021,INS-001,4,2023-11-08,40000,0,40000
ECH-0000191,CRD-000021,INS-001,5,2023-12-08,40000,0,40000
ECH-0000192,CRD-000021,INS-001,6,2024-01-08,40000,0,40000
ECH-0000193,CRD-000021,INS-001,7,2024-02-08,40000,0,40000
ECH-0000194,CRD-000021,INS-001,8,2024-03-08,40000,0,40000
ECH-0000195,CRD-000021,INS-001,9,2024-04-08,40000,0,40000
ECH-0000196,CRD-000021,INS-001,10,2024-05-08,40000,0,40000
ECH-0000197,CRD-000021,INS-001,11,2024-06-08,40000,0,40000
ECH-0000198,CRD-000021,INS-001,12,2024-07-08,40000,0,40000
ECH-0000199,CRD-000022,INS-001,1,2024-08-23,52916,0,52916
ECH-0000200,CRD-000022,INS-001,2,2024-09-23,52916,0,52916
ECH-0000201,CRD-000022,INS-001,3,2024-10-23,52916,0,52916
ECH-0000202,CRD-000022,INS-001,4,2024-11-23,52916,0,52916
ECH-0000203,CRD-000022,INS-001,5,2024-12-23,52916,0,52916
ECH-0000204,CRD-000022,INS-001,6,2025-01-23,52916,0,52916
ECH-0000205,CRD-000022,INS-001,7,2025-02-23,52916,0,52916
ECH-0000206,CRD-000022,INS-001,8,2025-03-23,52916,0,52916
ECH-0000207,CRD-000022,INS-001,9,2025-04-23,52916,0,52916
ECH-0000208,CRD-000022,INS-001,10,2025-05-23,52916,0,52916
ECH-0000209,CRD-000022,INS-001,11,2025-06-23,52916,0,52916
ECH-0000210,CRD-000022,INS-001,12,2025-07-23,52924,0,52924
ECH-0000211,CRD-000023,INS-001,1,2025-12-16,26666,0,26666
ECH-0000212,CRD-000023,INS-001,2,2026-01-16,26666,0,26666
ECH-0000213,CRD-000023,INS-001,3,2026-02-16,26666,0,26666
ECH-0000214,CRD-000023,INS-001,4,2026-03-16,26666,0,26666
ECH-0000215,CRD-000023,INS-001,5,2026-04-16,26666,0,26666
ECH-0000216,CRD-000023,INS-001,6,2026-05-16,26666,0,26666
ECH-0000217,CRD-000023,INS-001,7,2026-06-16,26666,0,26666
ECH-0000218,CRD-000023,INS-001,8,2026-07-16,26666,0,26666
ECH-0000219,CRD-000023,INS-001,9,2026-08-16,26666,0,26666
ECH-0000220,CRD-000023,INS-001,10,2026-09-16,26666,0,26666
ECH-0000221,CRD-000023,INS-001,11,2026-10-16,26666,0,26666
ECH-0000222,CRD-000023,INS-001,12,2026-11-16,26674,0,26674
ECH-0000223,CRD-000024,INS-001,1,2023-09-02,66666,0,66666
ECH-0000224,CRD-000024,INS-001,2,2023-10-02,66666,0,66666
ECH-0000225,CRD-000024,INS-001,3,2023-11-02,66666,0,66666
ECH-0000226,CRD-000024,INS-001,4,2023-12-02,66666,0,66666
ECH-0000227,CRD-000024,INS-001,5,2024-01-02,66666,0,66666
ECH-0000228,CRD-000024,INS-001,6,2024-02-02,66666,0,66666
ECH-0000229,CRD-000024,INS-001,7,2024-03-02,66666,0,66666
ECH-0000230,CRD-000024,INS-001,8,2024-04-02,66666,0,66666
ECH-0000231,CRD-000024,INS-001,9,2024-05-02,66672,0,66672
ECH-0000232,CRD-000025,INS-001,1,2025-05-13,19444,0,19444
ECH-0000233,CRD-000025,INS-001,2,2025-06-13,19444,0,19444
ECH-0000234,CRD-000025,INS-001,3,2025-07-13,19444,0,19444
ECH-0000235,CRD-000025,INS-001,4,2025-08-13,19444,0,19444
ECH-0000236,CRD-000025,INS-001,5,2025-09-13,19444,0,19444
ECH-0000237,CRD-000025,INS-001,6,2025-10-13,19444,0,19444
ECH-0000238,CRD-000025,INS-001,7,2025-11-13,19444,0,19444
ECH-0000239,CRD-000025,INS-001,8,2025-12-13,19444,0,19444
ECH-0000240,CRD-000025,INS-001,9,2026-01-13,19448,0,19448
ECH-0000241,CRD-000026,INS-001,1,2023-05-26,13888,0,13888
ECH-0000242,CRD-000026,INS-001,2,2023-06-26,13888,0,13888
ECH-0000243,CRD-000026,INS-001,3,2023-07-26,13888,0,13888
ECH-0000244,CRD-000026,INS-001,4,2023-08-26,13888,0,13888
ECH-0000245,CRD-000026,INS-001,5,2023-09-26,13888,0,13888
ECH-0000246,CRD-000026,INS-001,6,2023-10-26,13888,0,13888
ECH-0000247,CRD-000026,INS-001,7,2023-11-26,13888,0,13888
ECH-0000248,CRD-000026,INS-001,8,2023-12-26,13888,0,13888
ECH-0000249,CRD-000026,INS-001,9,2024-01-26,13888,0,13888
ECH-0000250,CRD-000026,INS-001,10,2024-02-26,13888,0,13888
ECH-0000251,CRD-000026,INS-001,11,2024-03-26,13888,0,13888
ECH-0000252,CRD-000026,INS-001,12,2024-04-26,13888,0,13888
ECH-0000253,CRD-000026,INS-001,13,2024-05-26,13888,0,13888
ECH-0000254,CRD-000026,INS-001,14,2024-06-26,13888,0,13888
ECH-0000255,CRD-000026,INS-001,15,2024-07-26,13888,0,13888
ECH-0000256,CRD-000026,INS-001,16,2024-08-26,13888,0,13888
ECH-0000257,CRD-000026,INS-001,17,2024-09-26,13888,0,13888
ECH-0000258,CRD-000026,INS-001,18,2024-10-26,13904,0,13904
ECH-0000259,CRD-000027,INS-001,1,2025-06-18,55000,0,55000
ECH-0000260,CRD-000027,INS-001,2,2025-07-18,55000,0,55000
ECH-0000261,CRD-000027,INS-001,3,2025-08-18,55000,0,55000
ECH-0000262,CRD-000027,INS-001,4,2025-09-18,55000,0,55000
ECH-0000263,CRD-000027,INS-001,5,2025-10-18,55000,0,55000
ECH-0000264,CRD-000027,INS-001,6,2025-11-18,55000,0,55000
ECH-0000265,CRD-000027,INS-001,7,2025-12-18,55000,0,55000
ECH-0000266,CRD-000027,INS-001,8,2026-01-18,55000,0,55000
ECH-0000267,CRD-000027,INS-001,9,2026-02-18,55000,0,55000
ECH-0000268,CRD-000027,INS-001,10,2026-03-18,55000,0,55000
ECH-0000269,CRD-000027,INS-001,11,2026-04-18,55000,0,55000
ECH-0000270,CRD-000027,INS-001,12,2026-05-18,55000,0,55000
ECH-0000271,CRD-000028,INS-001,1,2025-01-22,50555,0,50555
ECH-0000272,CRD-000028,INS-001,2,2025-02-22,50555,0,50555
ECH-0000273,CRD-000028,INS-001,3,2025-03-22,50555,0,50555
ECH-0000274,CRD-000028,INS-001,4,2025-04-22,50555,0,50555
ECH-0000275,CRD-000028,INS-001,5,2025-05-22,50555,0,50555
ECH-0000276,CRD-000028,INS-001,6,2025-06-22,50555,0,50555
ECH-0000277,CRD-000028,INS-001,7,2025-07-22,50555,0,50555
ECH-0000278,CRD-000028,INS-001,8,2025-08-22,50555,0,50555
ECH-0000279,CRD-000028,INS-001,9,2025-09-22,50555,0,50555
ECH-0000280,CRD-000028,INS-001,10,2025-10-22,50555,0,50555
ECH-0000281,CRD-000028,INS-001,11,2025-11-22,50555,0,50555
ECH-0000282,CRD-000028,INS-001,12,2025-12-22,50555,0,50555
ECH-0000283,CRD-000028,INS-001,13,2026-01-22,50555,0,50555
ECH-0000284,CRD-000028,INS-001,14,2026-02-22,50555,0,50555
ECH-0000285,CRD-000028,INS-001,15,2026-03-22,50555,0,50555
ECH-0000286,CRD-000028,INS-001,16,2026-04-22,50555,0,50555
ECH-0000287,CRD-000028,INS-001,17,2026-05-22,50555,0,50555
ECH-0000288,CRD-000028,INS-001,18,2026-06-22,50565,0,50565
ECH-0000289,CRD-000029,INS-001,1,2024-08-31,125000,0,125000
ECH-0000290,CRD-000029,INS-001,2,2024-09-30,125000,0,125000
ECH-0000291,CRD-000029,INS-001,3,2024-10-31,125000,0,125000
ECH-0000292,CRD-000029,INS-001,4,2024-11-30,125000,0,125000
ECH-0000293,CRD-000029,INS-001,5,2024-12-31,125000,0,125000
ECH-0000294,CRD-000029,INS-001,6,2025-01-31,125000,0,125000
ECH-0000295,CRD-000029,INS-001,7,2025-02-28,125000,0,125000
ECH-0000296,CRD-000029,INS-001,8,2025-03-31,125000,0,125000
ECH-0000297,CRD-000029,INS-001,9,2025-04-30,125000,0,125000
ECH-0000298,CRD-000029,INS-001,10,2025-05-31,125000,0,125000
ECH-0000299,CRD-000029,INS-001,11,2025-06-30,125000,0,125000
ECH-0000300,CRD-000029,INS-001,12,2025-07-31,125000,0,125000
ECH-0000301,CRD-000030,INS-001,1,2024-10-18,14166,0,14166
ECH-0000302,CRD-000030,INS-001,2,2024-11-18,14166,0,14166
ECH-0000303,CRD-000030,INS-001,3,2024-12-18,14166,0,14166
ECH-0000304,CRD-000030,INS-001,4,2025-01-18,14166,0,14166
ECH-0000305,CRD-000030,INS-001,5,2025-02-18,14166,0,14166
ECH-0000306,CRD-000030,INS-001,6,2025-03-18,14170,0,14170
ECH-0000307,CRD-000031,INS-001,1,2023-03-08,16111,0,16111
ECH-0000308,CRD-000031,INS-001,2,2023-04-08,16111,0,16111
ECH-0000309,CRD-000031,INS-001,3,2023-05-08,16111,0,16111
ECH-0000310,CRD-000031,INS-001,4,2023-06-08,16111,0,16111
ECH-0000311,CRD-000031,INS-001,5,2023-07-08,16111,0,16111
ECH-0000312,CRD-000031,INS-001,6,2023-08-08,16111,0,16111
ECH-0000313,CRD-000031,INS-001,7,2023-09-08,16111,0,16111
ECH-0000314,CRD-000031,INS-001,8,2023-10-08,16111,0,16111
ECH-0000315,CRD-000031,INS-001,9,2023-11-08,16112,0,16112
ECH-0000316,CRD-000032,INS-001,1,2025-01-23,23333,0,23333
ECH-0000317,CRD-000032,INS-001,2,2025-02-23,23333,0,23333
ECH-0000318,CRD-000032,INS-001,3,2025-03-23,23333,0,23333
ECH-0000319,CRD-000032,INS-001,4,2025-04-23,23333,0,23333
ECH-0000320,CRD-000032,INS-001,5,2025-05-23,23333,0,23333
ECH-0000321,CRD-000032,INS-001,6,2025-06-23,23333,0,23333
ECH-0000322,CRD-000032,INS-001,7,2025-07-23,23333,0,23333
ECH-0000323,CRD-000032,INS-001,8,2025-08-23,23333,0,23333
ECH-0000324,CRD-000032,INS-001,9,2025-09-23,23333,0,23333
ECH-0000325,CRD-000032,INS-001,10,2025-10-23,23333,0,23333
ECH-0000326,CRD-000032,INS-001,11,2025-11-23,23333,0,23333
ECH-0000327,CRD-000032,INS-001,12,2025-12-23,23337,0,23337
ECH-0000328,CRD-000033,INS-001,1,2023-07-28,50000,0,50000
ECH-0000329,CRD-000033,INS-001,2,2023-08-28,50000,0,50000
ECH-0000330,CRD-000033,INS-001,3,2023-09-28,50000,0,50000
ECH-0000331,CRD-000033,INS-001,4,2023-10-28,50000,0,50000
ECH-0000332,CRD-000033,INS-001,5,2023-11-28,50000,0,50000
ECH-0000333,CRD-000033,INS-001,6,2023-12-28,50000,0,50000
ECH-0000334,CRD-000033,INS-001,7,2024-01-28,50000,0,50000
ECH-0000335,CRD-000033,INS-001,8,2024-02-28,50000,0,50000
ECH-0000336,CRD-000033,INS-001,9,2024-03-28,50000,0,50000
ECH-0000337,CRD-000033,INS-001,10,2024-04-28,50000,0,50000
ECH-0000338,CRD-000033,INS-001,11,2024-05-28,50000,0,50000
ECH-0000339,CRD-000033,INS-001,12,2024-06-28,50000,0,50000
ECH-0000340,CRD-000034,INS-001,1,2024-02-06,18333,0,18333
ECH-0000341,CRD-000034,INS-001,2,2024-03-06,18333,0,18333
ECH-0000342,CRD-000034,INS-001,3,2024-04-06,18333,0,18333
ECH-0000343,CRD-000034,INS-001,4,2024-05-06,18333,0,18333
ECH-0000344,CRD-000034,INS-001,5,2024-06-06,18333,0,18333
ECH-0000345,CRD-000034,INS-001,6,2024-07-06,18333,0,18333
ECH-0000346,CRD-000034,INS-001,7,2024-08-06,18333,0,18333
ECH-0000347,CRD-000034,INS-001,8,2024-09-06,18333,0,18333
ECH-0000348,CRD-000034,INS-001,9,2024-10-06,18336,0,18336
ECH-0000349,CRD-000035,INS-001,1,2023-12-13,27777,0,27777
ECH-0000350,CRD-000035,INS-001,2,2024-01-13,27777,0,27777
ECH-0000351,CRD-000035,INS-001,3,2024-02-13,27777,0,27777
ECH-0000352,CRD-000035,INS-001,4,2024-03-13,27777,0,27777
ECH-0000353,CRD-000035,INS-001,5,2024-04-13,27777,0,27777
ECH-0000354,CRD-000035,INS-001,6,2024-05-13,27777,0,27777
ECH-0000355,CRD-000035,INS-001,7,2024-06-13,27777,0,27777
ECH-0000356,CRD-000035,INS-001,8,2024-07-13,27777,0,27777
ECH-0000357,CRD-000035,INS-001,9,2024-08-13,27784,0,27784
ECH-0000358,CRD-000036,INS-001,1,2024-11-18,50000,0,50000
ECH-0000359,CRD-000036,INS-001,2,2024-12-18,50000,0,50000
ECH-0000360,CRD-000036,INS-001,3,2025-01-18,50000,0,50000
ECH-0000361,CRD-000036,INS-001,4,2025-02-18,50000,0,50000
ECH-0000362,CRD-000036,INS-001,5,2025-03-18,50000,0,50000
ECH-0000363,CRD-000036,INS-001,6,2025-04-18,50000,0,50000
ECH-0000364,CRD-000036,INS-001,7,2025-05-18,50000,0,50000
ECH-0000365,CRD-000036,INS-001,8,2025-06-18,50000,0,50000
ECH-0000366,CRD-000036,INS-001,9,2025-07-18,50000,0,50000
ECH-0000367,CRD-000036,INS-001,10,2025-08-18,50000,0,50000
ECH-0000368,CRD-000036,INS-001,11,2025-09-18,50000,0,50000
ECH-0000369,CRD-000036,INS-001,12,2025-10-18,50000,0,50000
ECH-0000370,CRD-000037,INS-001,1,2025-11-12,17777,0,17777
ECH-0000371,CRD-000037,INS-001,2,2025-12-12,17777,0,17777
ECH-0000372,CRD-000037,INS-001,3,2026-01-12,17777,0,17777
ECH-0000373,CRD-000037,INS-001,4,2026-02-12,17777,0,17777
ECH-0000374,CRD-000037,INS-001,5,2026-03-12,17777,0,17777
ECH-0000375,CRD-000037,INS-001,6,2026-04-12,17777,0,17777
